category,prompt,ground_truth,prediction,judge_score,judge_raw,f1_score,substring_accuracy
indigenous_peoples,descrito en la fuente de mapuche es,Encyclopædia Britannica (11ª edición),"La fuente de Mapuche se refiere a la lengua mapuche, que es una lengua indígena hablada por los mapuches, un pueblo indígena que habita principalmente en Chile y Argentina. A continuación, te presento una descripción de la lengua mapuche:

**Características lingüísticas**

La lengua mapuche es una lengua aislada, es decir, no está emparentada con ninguna otra lengua conocida. Se habla en la región de la Araucanía en Chile y en la provincia del Neuquén en Argentina. Es una lengua compleja y rica en fonología, morfología y sintaxis.

**Estructura fonológica**

La lengua mapuche tiene un sistema fonológico complejo, con una gran variedad de sonidos y patrones de articulación. Algunas de las características destacadas de la fonología map",0,"{""score"": 0}",0.0,0
indigenous_peoples,imagen de mapuche es,Mujeres mapuches en la entrega terreno a Comunidad Mapuche Lorenzo Quintrileo de Tirúa.jpg,"La imagen tradicional del Mapuche es la de un hombre o una mujer que porta un atuendo típico de la cultura mapuche, que incluye:

- Un ""wampu"" o ""traje mapuche"", que es un vestido largo y ancho, generalmente de color rojo o azul, que se ajusta a la cintura y se abre en la parte delantera.
- Un ""chupalla"" o ""sombrero mapuche"", que es un sombrero de fieltro o lana que se ajusta a la cabeza y tiene una forma cónica.
- Un ""kentu"" o ""cinturón mapuche"", que es un cinturón ancho y colorido que se utiliza para adornar la cintura.
- Un ""rewe"" o ""collar de conchas"", que es un collar que se utiliza para adornar el cuello y está hecho de conchas",0,"{""score"": 0}",0.075187969924812,0
indigenous_peoples,categoría en Commons de ticuna es,Ticunas,"La categoría en Commons de Wikipedia que corresponde a los Ticuna es ""Ticuna"" o ""Ticuna (pueblo)"" o ""Ticuna (tribu)"".

Pero también hay subcategorías específicas como:

- ""Ticuna (etnia)""
- ""Ticuna (lengua)""
- ""Ticuna (historia)""
- ""Ticuna (cultura)""
- ""Ticuna (religión)""
- ""Ticuna (geografía)""

También hay categorías de archivos multimedia específicas como:

- ""Categoría:Imágenes de Ticuna""
- ""Categoría:Vídeos de Ticuna""
- ""Categoría:Audios de Ticuna""",1,"{""score"": 1}",0.0,0
indigenous_peoples,identificador Enciclopedia Católica de ticuna es,14721e,"La Enciclopedia Católica de Ticuna es una fuente de información sobre la cultura y la religión de los Ticuna, un pueblo indígena que habita en la Amazonia, principalmente en Brasil, Colombia y Perú. A continuación, te presento algunos datos sobre la Enciclopedia Católica de Ticuna:

**¿Qué es la Enciclopedia Católica de Ticuna?**

La Enciclopedia Católica de Ticuna es una publicación que busca recopilar y difundir conocimientos sobre la cultura, la religión, la historia y la tradición de los Ticuna. Esta enciclopedia es un proyecto de la Iglesia Católica, específicamente de la Diócesis de Tefé, que tiene una presencia significativa entre los Ticuna en Brasil.

**Contenido**

La Enciclopedia Católica de Ticuna abarca una amplia gama de temas, incl",0,"{""score"": 0}",0.0,0
indigenous_peoples,país de ticuna es,Colombia,El país del pueblo Ticuna es Brasil y Colombia.,1,"{""score"": 1}",0.1999999999999999,1
indigenous_peoples,categoría principal del tema de ticuna es,Categoría:Ticuna,"La categoría principal del tema de los Ticuna es Antropología, específicamente en la rama de etnografía y antropología de la Amazonía. Los Ticuna son un pueblo indígena que habita en la Amazonía, principalmente en Brasil, Perú, Colombia y Venezuela. Su cultura, lengua y tradiciones son objeto de estudio en la antropología.",1,"{""score"": 1}",0.0,0
indigenous_peoples,estado del idioma en Ethnologue de ticuna es,5 en desarrollo,"Según el Ethnologue, el idioma Ticuna es considerado un idioma en peligro crítico. El Ethnologue es una base de datos de idiomas que recopila información sobre lenguas de todo el mundo y clasifica a los idiomas en función de su estado de vitalidad.

De acuerdo con la edición más reciente del Ethnologue (2022), el idioma Ticuna se clasifica como sigue:

* Familia lingüística: Ticuna
* Código: tic
* Tipo de lengua: Lengua aislada
* Estado de vitalidad: En peligro crítico (CR)
* Número de hablantes: 35.000
* Países donde se habla: Brasil, Colombia, Perú y Venezuela

El Ethnologue considera que el idioma Ticuna se encuentra en peligro crítico debido a la disminución de la cantidad",0,"{""score"": 0}",0.0178571428571428,0
indigenous_peoples,categoría para las películas en este idioma de ticuna es,Categoría:Películas en ticuna,"No tengo información sobre la categoría para las películas en el idioma Ticuna. El Ticuna es una lengua hablada por la etnia Ticuna, que es la población indígena más grande de América del Sur, principalmente en el norte de Brasil y en Colombia. Sin embargo, no tengo acceso a información sobre clasificaciones o categorías específicas para las películas en este idioma.",0,"{""score"": 0}",0.0625,0
indigenous_peoples,etnia de Argentina es,Pueblos Originarios de Argentina,"La etnia de Argentina es muy diversa y compleja, debido a la historia de inmigración y colonización del país. A continuación, te presento una visión general de las etnias que se encuentran en Argentina:

1. **Indígenas**: Los pueblos indígenas originarios de Argentina son descendientes de las civilizaciones que habitaban en el territorio antes de la llegada de los españoles. Algunas de las etnias indígenas más importantes son:
 * Tehuelches (población que habitaba en la Patagonia)
 * Mapuches (población que habitaba en el sur de Argentina y Chile)
 * Quechuas (población que habitaba en la región andina)
 * Guaránies (población que habitaba en el norte de Argentina)
 * Charrúas (población que habitaba en el centro",1,"{""score"": 1}",0.0707964601769911,0
indigenous_peoples,subclase de de Indígenas pampas es,Pueblos Originarios de Argentina,"Las subclases de indígenas pampas se pueden dividir en varias categorías, dependiendo de la región geográfica y la lengua que hablan. A continuación, te presento algunas de las subclases más comunes de indígenas pampas:

**Región del Gran Chaco**

* Qom (también conocidos como Toba o Qomle): habitan en el noroeste de la Argentina, sur de Bolivia y norte de Paraguay.
* Mocoví: viven en el norte de la provincia de Formosa, Argentina.
* Pilagá: habitan en la provincia de Formosa, Argentina.
* Wichi (también conocidos como Mocoví o Pilagá): viven en la provincia de Formosa, Argentina, y en el norte de Paraguay.

**Región pampeana argentina**

* Mapuche: habitan en el",0,"{""score"": 0}",0.036697247706422,0
indigenous_peoples,categoría principal del tema de Pueblos Originarios de Argentina es,Categoría:Pueblos indígenas de Argentina,La categoría principal del tema de Pueblos Originarios de Argentina es la Antropología y la Historia de las culturas indígenas que habitan en Argentina desde antes de la llegada de los europeos.,0,"{""score"": 0}",0.1666666666666666,0
indigenous_peoples,nombrado en referencia a de Paseo de las Tres Culturas es,Pueblos Originarios de Argentina,"El Paseo de las Tres Culturas es un paseo ubicado en el municipio de Xochimilco, en la Ciudad de México. Se encuentra en el lugar donde se encuentran las ruinas de la antigua ciudad azteca de Tenochtitlán, el monasterio de San Francisco de Asís, y el jardín de Cuauhtémoc. 

En referencia a este lugar, se puede nombrar a:

- La Calzada de Moctezuma
- El Paseo de Cuauhtémoc
- El Paseo de las Tres Culturas (es el nombre oficial)
- El Paseo de los Monjes
- El Paseo de la Tres Culturas",0,"{""score"": 0}",0.0219780219780219,0
indigenous_peoples,imagen de shipibo-conibo es,Shipibo ladies.jpg,"El pueblo Shipibo-Conibo es una etnia indígena que habita en la selva peruana, específicamente en la región de Ucayali y Loreto, en el Perú. A continuación, te presento una imagen general de esta comunidad:

**Aspectos culturales**

*   El pueblo Shipibo-Conibo es conocido por su rica tradición cultural y su conexión profunda con la naturaleza.
*   Su idioma es el shipibo, aunque muchos de ellos también hablan español.
*   Su religión tradicional es una forma de animismo, donde creen que todos los seres vivos tienen un espíritu y una energía que los conecta con la naturaleza.
*   El arte shipibo es famoso por sus diseños geométricos y florales, que se utilizan en textiles, cerámica y otros objetos de arte.

**Artesanías**

*",0,"{""score"": 0}",0.017094017094017,0
indigenous_peoples,imagen de shipibo-conibo es,Céramique Shipibo-Conibo de Celia Vasquez.jpg,"El pueblo Shipibo-Conibo es un grupo étnico que habita en la región de Ucayali, en el departamento de Loreto, Perú. A continuación, te presento algunas características y elementos culturales de este pueblo:

 **Arte y Diseño**: El arte Shipibo-Conibo es famoso por sus diseños geométricos y abstractos, que se utilizan en la ornamentación de objetos como textiles, cerámica y madera. Estos diseños a menudo representan serpientes, jaguares, árboles y otros elementos de la naturaleza.

 **Máscaras**: Las máscaras Shipibo-Conibo son famosas por su belleza y complejidad. Estas máscaras se utilizan en rituales y ceremonias para representar a seres espirituales y animales.

 **Textiles**: Los textiles Shipibo-Conibo son conocidos por su belle",0,"{""score"": 0}",0.0353982300884955,0
indigenous_peoples,descrito en la fuente de shipibo-conibo es,Encyclopædia Britannica (11ª edición),"No tengo información sobre una fuente específica llamada ""shipibo-conibo"". Sin embargo, puedo proporcionarte información sobre el pueblo Shipibo-Conibo.

El pueblo Shipibo-Conibo es un grupo étnico que habita en la región de Loreto, en el Perú, específicamente en la cuenca del río Ucayali y sus afluentes. El nombre ""Shipibo-Conibo"" se refiere a dos grupos étnicos que se han fusionado en la actualidad: los Shipibo y los Conibo.

La lengua Shipibo-Conibo es una lengua aislada que pertenece a la familia lingüística pano-tacana. Es una lengua compleja y rica en símbolos y metáforas, y es considerada una de las lenguas más importantes de la región amazónica.

El pueblo Shipibo-Conibo tiene una rica tradición cultural y es conoc",0,"{""score"": 0}",0.0,0
indigenous_peoples,categoría principal del tema de shipibo-conibo es,Categoría:Pueblo shipibo-conibo,"La categoría principal del tema de Shipibo-Conibo es la cultura y etnología de los Shipibo-Conibo, un pueblo indígena que habita en la selva amazónica, principalmente en el Perú.",1,"{""score"": 1}",0.0666666666666666,0
indigenous_peoples,estado del idioma en Ethnologue de bora es,7 en transición,"Según el Ethnologue, el idioma Bora es clasificado como una lengua extinta, aunque todavía hay algunas personas que lo hablan como segunda lengua. El código ISO 639-3 del Bora es ""boc"" y se clasifica dentro de la familia lingüística arawak.

A continuación, te proporciono información actualizada sobre el estado del idioma Bora según el Ethnologue:

- **Estatus:** Extinto (pero aún hablado como segunda lengua)
- **Código ISO 639-3:** boc
- **Familia lingüística:** Arawak
- **País:** Perú
- **Nivel de vitalidad:** Extinto (pero aún hablado como segunda lengua)
- **Nivel de documentación:** Fuente documentada (hay una gran cantidad de textos escritos en esta lengua)
- **Nivel de ecual",0,"{""score"": 0}",0.0194174757281553,0
indigenous_peoples,país de bora es,Colombia,No puedo identificar el país de Bora.,0,"{""score"": 0}",0.0,0
indigenous_peoples,"lenguas habladas, escritas o signadas de bora es",español,"La lengua bora es una lengua aborígen de Australia, hablada por el pueblo bora, que se encuentra en el norte de Australia, en la región de Arnhem Land, en el Territorio del Norte. La lengua bora es una de las lenguas australianas aborígenes y se considera que pertenece a la familia de lenguas pama-nyungan.

La lengua bora es una lengua compleja y rica en vocabulario, con una gran variedad de dialectos y variantes. Se habla en varias comunidades indígenas en la región de Arnhem Land, incluyendo en las aldeas de Yirrkala, Galiwinku y Milingimbi.

Entre las características destacadas de la lengua bora se encuentran:

1. **Sistema de escritura**: La lengua bora tiene un sistema",0,"{""score"": 0}",0.0,0
indigenous_peoples,categoría en Commons de bora es,Bora people,"La categoría en Commons de Wikipedia que se refiere a Bora es ""Bora (lenguaje)"".",0,"{""score"": 0}",0.125,0
indigenous_peoples,lengua materna de Amazonian Kichwas es,quichua norteño,"La lengua materna de los pueblos Kichwa que habitan en la Amazonía es el kichwa, que es una lengua que pertenece a la familia de las lenguas quechuas. El kichwa es una lengua indígena que se habla en varios países de América del Sur, incluyendo Ecuador, Perú, Bolivia y Colombia.

En particular, hay varias variantes del kichwa que se hablan en la Amazonía, como:

* Kichwa de la Amazonía ecuatoriana: se habla en las provincias de Sucumbíos, Orellana y Pastaza en Ecuador.
* Kichwa de la Amazonía peruana: se habla en la región de Loreto en Perú.
* Kichwa de la Amazonía colombiana: se habla en el departamento de Amazonas en Colombia.

El kichwa es una lengua rica en trad",1,"{""score"": 1}",0.0,0
indigenous_peoples,lengua materna de Amazonian Kichwas es,lenguas quechuas,"La lengua materna de los Kichwas de la Amazonía es el kichwa, que es una lengua indígena que pertenece a la familia de las lenguas quechua. El kichwa es hablado por las comunidades Kichwa en la Amazonía ecuatoriana, colombiana y peruana.",1,"{""score"": 1}",0.0465116279069767,0
indigenous_peoples,país de Amazonian Kichwas es,Colombia,"Hay varios países en América del Sur donde habitan pueblos indígenas Kichwa (también conocidos como Quichua o Kichua). Algunos de estos países son:

1.  Ecuador: El Kichwa es el idioma oficial de la provincia de Imbabura, en el norte del país.
2.  Perú: El Kichwa es hablado en la región de los Andes centrales y norte del país.
3.  Bolivia: El Kichwa es hablado en la región de los Andes occidentales del país.
4.  Colombia: El Kichwa es hablado en la región de los Andes centrales del país, especialmente en la región de Nariño.
5.  Chile: El Kichwa es hablado en la región de Arica y Parinacota, en la frontera con Per",0,"{""score"": 0}",0.0176991150442477,1
indigenous_peoples,país de Amazonian Kichwas es,Ecuador,"El territorio donde habitan los pueblos indígenas Kichwa, también conocidos como Quichua o Kichua, se encuentra en Sudamérica, específicamente en los países de:

1.  Ecuador: Es el país con la mayor cantidad de hablantes de la lengua Kichwa, que es la lengua oficial junto al español en el país.
2.  Perú: Los Kichwas viven en las regiones de Amazonas, Loreto y Ucayali.
3.  Bolivia: En la región de La Paz y el departamento del Beni.
4.  Colombia: En el departamento de Amazonas y Nariño.
5.  Brasil: En el estado de Amazonas.

Los Kichwas son una de las etnias más antiguas y numerosas de la región andina y amazónica. Su lengua y cultura están profundamente arraigadas en la",1,"{""score"": 1}",0.0169491525423728,1
indigenous_peoples,subclase de de guaraníes es,Pueblos indígenas de Brasil,"La familia lingüística guaraní es una rama de las lenguas tupí-guaraní, que se habla en varios países de América del Sur, principalmente en Paraguay y partes de Argentina, Bolivia, Brasil y Uruguay.

Algunas subclases de lenguas guaraníes son:

1.  **Lenguas guaraníes paraguayas**: Este grupo incluye el idioma guaraní paraguayo, que es la lengua oficial de Paraguay junto al español, y se habla principalmente en Paraguay.
2.  **Lenguas guaraníes brasileñas**: Estas lenguas se hablan en el estado brasileño de Mato Grosso do Sul y en algunas áreas adyacentes.
3.  **Lenguas guaraníes argentinas**: Estas lenguas se hablan en la provincia de Misiones, en la frontera con Paraguay.
4",0,"{""score"": 0}",0.0363636363636363,0
indigenous_peoples,subclase de de asháninca es,Pueblos indígenas de Brasil,"La familia Asháninca es una de las familias lingüísticas que pertenecen a la rama lingüística quechua, que a su vez forma parte de la familia lingüística quechua-aimará. A continuación, te presento algunas subclases de la familia Asháninca:

1.  **Asháninca del Urubamba**: Esta subclase se habla en la provincia de Urubamba, en la región de Cusco, Perú.
2.  **Asháninca del Pichis**: Esta subclase se habla en la provincia de Satipo, en la región de Junín, Perú.
3.  **Asháninca del Pichis-Campos**: Esta subclase se habla en la provincia de Satipo y la provincia de Satipo, en la región de Junín, Perú.
4.  **Ashán",0,"{""score"": 0}",0.019047619047619,0
indigenous_peoples,subclase de de ticuna es,Pueblos indígenas de Brasil,"La familia Ticuna es una familia lingüística que comprende varias lenguas habladas por pueblos indígenas de América del Sur, principalmente en la Amazonia. A continuación, te menciono algunas de las subclases de la familia Ticuna:

1. **Lengua Ticuna**: Es la lengua principal de la familia Ticuna y se habla en Colombia, Brasil, Perú y Venezuela. Es una lengua aglutinante y tiene una gran complejidad gramatical.
2. **Lengua Tucano**: Se habla en Brasil y Colombia. Es una lengua que se ha influido significativamente por la lengua Ticuna.
3. **Lengua Desano**: Se habla en Colombia y Brasil. Es una lengua que se ha influido por la lengua Ticuna y la lengua Tucano.
4. **Lengua Yucuna**: Se hab",0,"{""score"": 0}",0.0672268907563025,0
indigenous_peoples,estado del idioma en Ethnologue de huambisa es,5 en desarrollo,"Según el Ethnologue, el idioma Huambisa es considerado un idioma extinto.",0,"{""score"": 0}",0.0,0
indigenous_peoples,imagen de huambisa es,Huambisa miembro del ejército del Perú.jpg,"La huambisa es una variedad de papas nativa de la región andina de América del Sur, específicamente en el norte de Perú y el sur de Ecuador. Es una de las variedades más conocidas y consumidas en estas regiones, y es muy apreciada por su sabor y textura.

La huambisa es una papas pequeña, redonda y lisa, con una piel que puede ser de color blanco, amarillo o rojo. Su carne es blanca o amarillenta y tiene un sabor suave y dulce. Se utiliza en una variedad de platillos tradicionales de la región, como la papa a la Huancaina, la papa rellena, la papa a la criolla, entre otros.

La huambisa es una fuente importante de nutrientes, incluyendo carbohidratos, fibra, potasio y vitamin",0,"{""score"": 0}",0.0310077519379845,0
indigenous_peoples,descrito en la fuente de huambisa es,Encyclopædia Britannica (11ª edición),"No tengo información sobre ""fuente de huambisa"". ¿Podrías proporcionarme más contexto o detalles sobre qué es o de dónde proviene ""huambisa""?",0,"{""score"": 0}",0.0,0
indigenous_peoples,categoría en Commons de Ava guaraníes es,Chiriguano,"La categoría en Commons de Wikimedia para los guaraníes es ""Ava Guarani"".",0,"{""score"": 0}",0.0,0
indigenous_peoples,imagen de Ava guaraníes es,"Jujuy, pueblo Ava Guaraní - comunidad Taperiguá (7742405072).jpg","La imagen de Ava Guarani es una imagen religiosa de una joven mujer que se asocia con la religión guaraní, que es una religión tradicional de los pueblos indígenas del Paraguay y partes de Argentina, Bolivia y Brasil. Ava Guarani es una deidad femenina que se cree que es la protectora de la naturaleza, la fertilidad y la vida.

La imagen de Ava Guarani a menudo se describe como una mujer joven, hermosa y poderosa, con cabello largo y suelto, y una sonrisa radiante. A menudo se la representa con elementos de la naturaleza, como flores, hojas y frutas, y a veces con un bebé en brazos, simbolizando su papel como protectora de la vida y la fertilidad.

En la religión guaraní, Ava Guarani se cree que es una de las más importantes deidades del",0,"{""score"": 0}",0.028169014084507,0
indigenous_peoples,categoría principal del tema de Selknam es,Categoría:Selknam,"La categoría principal del tema de Selknam se refiere a la cultura y la historia de los Selk'nam, un pueblo indígena que habitaba en la isla de Tierra del Fuego, en la región de Magallanes y la Antártida Chilena, Chile, y en la provincia de Santa Cruz, Argentina. 

La categoría principal del tema de Selknam se puede dividir en varias subcategorías, como:

- Cultura y tradiciones: se refiere a la forma de vida, creencias y costumbres de los Selknam antes de la colonización europea.
- Historia: se refiere a la historia de la llegada de los europeos y la colonización de la región, y las consecuencias que tuvo en la población Selknam.
- Idioma: se refiere al idioma que hablaban los Selknam, que es",0,"{""score"": 0}",0.0,0
indigenous_peoples,bandera de Selknam es,bandera del pueblo selk'nam,"La bandera de los Selk'nam es la bandera oficial del pueblo indígena Selk'nam, que habita en la isla de Navarino, en la Patagonia chilena. La bandera está compuesta por tres franjas horizontales de igual ancho, con colores de arriba a abajo:

* Azul claro
* Amarillo
* Rojo

Estos colores tienen un significado simbólico para los Selk'nam:

* El azul claro representa el cielo y el agua.
* El amarillo representa el sol y la luz.
* El rojo representa la tierra y la vida.

Es importante destacar que la bandera de los Selk'nam es una expresión de la identidad y la cultura de este pueblo indígena, y su diseño y significado están basados en sus creencias y tradiciones.",1,"{""score"": 1}",0.0683760683760683,0
indigenous_peoples,"lenguas habladas, escritas o signadas de Chanés es",guaraní oriental boliviano,"La lengua de los chanés es una lengua extinta que se hablaba en la península ibérica, específicamente en la región de la actual provincia de Huelva, en la comunidad autónoma de Andalucía, España. Se cree que era una lengua preindoeuropea que se hablaba en la antigüedad, antes de la llegada de los romanos a la península ibérica.

La lengua chané se conoce a través de varios hallazgos arqueológicos y epigráficos, como inscripciones en piedra y cerámica. Estos hallazgos sugieren que la lengua chané era una lengua compleja con una gramática y un vocabulario propios.

Aunque no hay mucha información disponible sobre la lengua chané, se cree que pertenecía a la familia lingüística de las lenguas paleohisp",0,"{""score"": 0}",0.0,0
