category,prompt,ground_truth,prediction,judge_score,judge_raw,f1_score,substring_accuracy
movies,miembro del reparto de Diarios de motocicleta es,Mercedes Morán,"No tengo información sobre un reparto de Diarios de motocicleta. Sin embargo, puedo sugerirte algunos posibles actores que podrían estar involucrados en una película o serie con ese título. 

Si estás pensando en la película ""Diarios de motocicleta"" (2004) de Walter Salles, el reparto principal incluía a:

- Gael García Bernal como Ernesto de la Serna
- Rodrigo de la Serna como Alberto Granado
- Mía Maestro como Chicha de la Serna
- Carlos Bardem como Tico
- Libero de Liberto como Tatu
- Pablo Brichta como Alberto Granado (joven)
- Michel Martin como Tatu (joven)
- Mirella Pascual como Chicha de la Serna (joven)
- Gustavo Bueno como Ernesto de la Serna (joven)",0,"{""score"": 0}",0.0,0
movies,miembro del reparto de Diarios de motocicleta es,Lucas Oro,"No puedo identificar el reparto de ""Diarios de motocicleta""",0,"{""score"": 0}",0.0,0
movies,miembro del reparto de Diarios de motocicleta es,Maida Andrenacci,No tengo información sobre un reparto de Diarios de motocicleta. ¿Podrías proporcionar más contexto o detalles sobre lo que estás buscando?,0,"{""score"": 0}",0.0,0
movies,miembro del reparto de Diarios de motocicleta es,Fernando Farías,"No tengo información actualizada sobre el reparto de Diarios de motocicleta. Sin embargo, puedo darte una lista de algunos de los actores que protagonizaron la película original de 2004 ""Diarios de motocicleta"" (The Motorcycle Diaries):

* Gael García Bernal como Ernesto Guevara
* Rodrigo de la Serna como Alberto Granado
* Mía Maestro como Chichina Ferreyra
* Mariana Seligmann como María del Carmen Ferreyra
* Diego Luna como Tamara
* Juan Palacios como el doctor Alberto Granado
* Carlos Bardem como el doctor Alberto Granado (adulto)

Es posible que esta lista no sea completa o actualizada. Si necesitas información sobre la versión más reciente de la película o su reparto, te recomiendo verificar fuentes actualizadas.",0,"{""score"": 0}",0.0,0
movies,miembro del reparto de Diarios de motocicleta es,Ricardo Díaz Mourelle,"No tengo información sobre un reparto de ""Diarios de motocicleta"". ¿Podrías proporcionarme más contexto o detalles sobre la obra o serie que te refieres? ¿Es una película, una serie de televisión, un libro o algo más?",0,"{""score"": 0}",0.0,0
movies,miembro del reparto de Diarios de motocicleta es,Matías Strafe,"No tengo información sobre un reparto de ""Diarios de motocicleta"". ¿Podrías proporcionar más contexto o detalles sobre qué tipo de película o serie es ""Diarios de motocicleta""?",0,"{""score"": 0}",0.0,0
movies,miembro del reparto de Diarios de motocicleta es,Gabriela Aguilera,"No tengo información sobre miembros del reparto de ""Diarios de motocicleta""",0,"{""score"": 0}",0.0,0
movies,personajes de Diarios de motocicleta es,Che Guevara,"""Diarios de motocicleta"" es una película de 2004 dirigida por Walter Salles, basada en el libro homónimo de Che Guevara. A continuación, te presento algunos de los personajes principales de la película:

1. **Ernesto ""Che"" Guevara** (interpretado por Gael García Bernal): El protagonista de la historia, un joven médico argentino que se une a la expedición de Héctor en una moto para recorrer América del Sur.
2. **Alberto Granado** (interpretado por Rodrigo de la Serna): Un amigo de Che y compañero de viaje en la moto. Es un joven médico que se une a la expedición para explorar América del Sur.
3. **Héctor** (interpretado por Mía Maestro): Un joven argentino que se une a la expedición de Che y Alberto en la moto. Es el due",1,"{""score"": 1}",0.03125,1
movies,personajes de Diarios de motocicleta es,Celia de la Serna,"""Diarios de motocicleta"" es una película argentina de 2004 dirigida por Walter Salles. A continuación, te menciono algunos de los personajes principales de la película:

1. **Ernesto ""Che"" Guevara** (interpretado por Gael García Bernal): El protagonista de la película, un joven médico y revolucionario argentino que se une a la lucha en Cuba.
2. **Alberto Granado** (interpretado por Rodrigo de la Serna): Un amigo de Che y compañero de viaje en la moto, que se une a la lucha en Bolivia.
3. **Celia de la Serna** (interpretada por Mía Maestro): La hermana de Alberto, que se enamora de Che.
4. **Tania** (interpretada por Natalia Oreiro): Una revolucionaria cubana que se une a la lucha y se convierte en am",0,"{""score"": 0}",0.06504065040650406,1
movies,personajes de Diarios de motocicleta es,Ernesto Guevara Lynch,"""Diarios de motocicleta"" es una película argentina de 2004 dirigida por Walter Salles y basada en la novela homónima de Che Guevara. A continuación, te presento algunos de los personajes más destacados de la película:

1. **Ernesto ""Che"" Guevara** (interpretado por Gael García Bernal): Es el protagonista de la historia, un joven médico argentino que decide unirse a una expedición de motocicletas por América del Sur con su amigo Alberto Granado.
2. **Alberto Granado** (interpretado por Rodrigo de la Serna): Es el compañero de viaje de Che Guevara en la expedición por América del Sur. Es un médico y escritor que busca inspiración para su obra literaria.
3. **Tania** (interpretada por Mía Maestro): Es una joven cubana que se une a",0,"{""score"": 0}",0.03225806451612903,0
movies,personajes de Diarios de motocicleta es,"María del Carmen Ferreyra, Chichina","""Diarios de motocicleta"" es una película de 2004 dirigida por Walter Salles, basada en la novela ""The Motorcycle Diaries"" de Ernesto ""Che"" Guevara. A continuación, te menciono algunos de los personajes principales de la película:

1. **Ernesto ""Che"" Guevara** (interpretado por Gael García Bernal): El protagonista de la película, un joven médico argentino que viaja por América Latina en una motocicleta con su amigo Alberto Granado.
2. **Alberto Granado** (interpretado por Rodrigo de la Serna): El amigo de Che, un médico cubano que se une a él en la aventura.
3. **Luis Monge** (interpretado por Mía Maestro): Una joven que conoce en Chile y con la que Che se enamora.
4. **Toto** (interpretado por Juan Pal",0,"{""score"": 0}",0.0,0
movies,Clasificación Filmiroda de Diarios de motocicleta es,Categoría II,"La clasificación de Diarios de motocicleta de Filmiroda se refiere a la clasificación de la película ""Diarios de motocicleta"" (Diarios de motocicleta, 2004) según la plataforma de rating de Filmiroda.

Filmiroda es una plataforma de rating de películas que utiliza un sistema de clasificación de 0 a 10, donde 0 es el peor y 10 es el mejor. La clasificación de ""Diarios de motocicleta"" en Filmiroda es de 8.5/10.

La película ""Diarios de motocicleta"" es una biografía sobre la vida de Che Guevara, un revolucionario argentino que se unió a la Revolución cubana en la década de 1950. La película sigue su viaje a través de América del Sur en una motocicleta, junto con su amigo Alberto",0,"{""score"": 0}",0.0,0
movies,caracterizado por de Diarios de motocicleta es,película basada en un libro,"""Diarios de motocicleta"" es una película argentina de 2001 dirigida por Walter Salles y coescrita por Walter Salles y Sérgio Renan. La película sigue la historia de un joven llamado Ismael (interpretado por Rodolfo Sanz), que decide viajar en motocicleta desde Buenos Aires, Argentina, a Los Ángeles, California, Estados Unidos, en 1948. El viaje es una forma de escapar de su pasado y de la realidad de la Argentina de la época, que estaba sumida en la dictadura militar.

La película es una mezcla de drama, aventura y comedia, y sigue a Ismael en su camino hacia la libertad y la búsqueda de sí mismo. A lo largo del viaje, conoce a personas que lo ayudan y lo desafían, y se enfrenta a desafíos y obstáculos en su camino",1,"{""score"": 1}",0.04477611940298507,0
movies,El director de Carandiru es,Héctor Babenco,Hector Babenco.,1,"{""score"": 1}",0.5,0
movies,guionista de Carandiru es,Héctor Babenco,"El guionista de la película ""Carandiru"" es Eduardo Fajardo.",0,"{""score"": 0}",0.0,0
