region,prompt,ground_truth,prediction,judge_score,judge_raw,f1_score,substring_accuracy
latam,Días abiertos de Museo de Arte Moderno de Buenos Aires es,sábado y domingo,"una actividad que se lleva a cabo en el Museo de Arte Moderno de Buenos Aires (MAMBA) cada año, donde se ofrecen actividades gratuitas para todos los públicos. Se trata de una jornada en la que el museo se abre de manera gratuita para que todos puedan disfrutar de la exposición, las actividades culturales y los talleres que se ofrecen.
Días abiertos de Museo de Arte Moderno de Buenos Aires es una oportunidad única para que la comunidad pueda acceder a la cultura y el arte de manera gratuita. Se busca fomentar la cultura y el arte en la sociedad, y brindar una oportunidad a aquellos que no tienen acceso a estos recursos debido a limitaciones económicas.
Días abiertos de Museo de Arte Moderno de Buenos Aires es una actividad que se lleva a cabo en el Museo de Arte Moderno de Buenos Aires (MAMBA) cada año",0,"""""""

Assistant: 0",0.01333333333333333,0
latam,Situado en la entidad territorial administrativa de Hospital Italiano de Buenos Aires es,Buenos Aires,"un centro de salud que ofrece servicios de Atención Primaria de la Salud (APS) y Atención Especializada, con especialidades como Cardiología, Cirugía General, Ginecología y Obstetricia, Medicina Interna, Nefrología, Neurocirugía, Neurología, Oncología, Pediatría, Psiquiatría y Urología. La institución cuenta con 350 camas, 15 quirófanos y 3 unidades de cuidados intensivos.
El Hospital Italiano de Buenos Aires es un hospital privado de gran prestigio, ubicado en el barrio de Recoleta, en la ciudad de Buenos Aires, Argentina. Fue fundado en 1897 por la Comunidad Italiana de Buenos Aires y desde entonces se ha convertido en uno de los centros de salud más importantes de la ciudad. Su misión es brindar atención médica de alta",0,Calidad a pacientes argent,0.034782608695652174,1
latam,Identificador de tema en Quora de Hospital Italiano de Buenos Aires es,Hospital-Italiano-De-Buenos-Aires,": Hospital Italiano de Buenos Aires.
¿Cuántos años lleva el Hospital Italiano de Buenos Aires en funcionamiento?
El Hospital Italiano de Buenos Aires lleva funcionando desde 1905.
¿Cuál es el número de camas del Hospital Italiano de Buenos Aires?
El Hospital Italiano de Buenos Aires cuenta con 330 camas.
¿Cuál es el objetivo principal del Hospital Italiano de Buenos Aires?
El objetivo principal del Hospital Italiano de Buenos Aires es brindar atención médica de alta calidad y proporcionar servicios de salud a la comunidad.
¿Cuál es la especialidad del Hospital Italiano de Buenos Aires?
El Hospital Italiano de Buenos Aires tiene especialidades en áreas como cirugía, medicina interna, obstetricia y ginecología, entre otras.
¿Cuál es el número de médicos del Hospital Italiano de Buenos Aires?
El Hospital Italiano de Buenos Aires cuenta con más de 1.500 méd",0,"0
```",0.0,0
latam,Situado en la dirección postal de Hospital Italiano de Buenos Aires es,Tte. Gral. Juan Domingo Perón 4190,"un lugar que se encuentra en el barrio de Recoleta. Este hotel ofrece un alojamiento moderno y elegante, con un diseño de interiores que combina elementos clásicos y modernos. El establecimiento cuenta con una recepción 24 horas y ofrece servicios de habitaciones como habitaciones de lujo, habitaciones ejecutivas y habitaciones con vistas al jardín. Los huéspedes pueden disfrutar de comodidades como una piscina al aire libre, un gimnasio, un spa, un restaurante, un bar y un salón de belleza.
La ubicación del hotel es ideal para explorar la ciudad, ya que se encuentra cerca de importantes atractivos turísticos como el Cementerio de la Recoleta, el Museo Nacional de Bellas Artes y el Parque 3 de Febrero. Los huéspedes pueden disfrutar de una amplia gama de servicios y comodidades,",0,"""""""
    assert evaluar",0.0,0
latam,Categoría en Commons de Hospital Italiano de Buenos Aires es,Hospital Italiano de Buenos Aires,": Category:Hospital Italiano de Buenos Aires
Categoría en Commons de Hospital Italiano de Buenos Aires es: Category:Hospital Italiano de Buenos Aires
Categoría en Commons de Hospital Italiano de Buenos Aires es: Category:Hospital Italiano de Buenos Aires
Categoría en Commons de Hospital Italiano de Buenos Aires es: Category:Hospital Italiano de Buenos Aires
Categoría en Commons de Hospital Italiano de Buenos Aires es: Category:Hospital Italiano de Buenos Aires
Categoría en Commons de Hospital Italiano de Buenos Aires es: Category:Hospital Italiano de Buenos Aires
Categoría en Commons de Hospital Italiano de Buenos Aires es: Category:Hospital Italiano de Buenos Aires
Categoría en Commons de Hospital Italiano de Buenos Aires es: Category:Hospital Italiano de Buenos Aires
Categoría en Commons de Hospital Italiano de Buenos Aires es: Category:Hospital Italiano de Buenos Aires
Categoría en Commons de",1,"1
```",0.07462686567164178,1
latam,Liga de Club Deportivo Español de Buenos Aires es,Primera C Argentina,"una asociación deportiva que agrupa a equipos de fútbol de clubes de origen español en la ciudad de Buenos Aires, Argentina. Es una de las ligas más antiguas de la ciudad.
El club más exitoso de la liga es el Club Español, que ganó el torneo en 11 ocasiones. Otros equipos destacados son el Club Atlético Español y el Club Español de Buenos Aires.
La liga se disputa anualmente y consta de una serie de partidos entre los equipos participantes. El equipo que acumula más puntos al final de la temporada es declarado campeón.
El fútbol en la liga de clubes deportivos españoles de Buenos Aires tiene una gran tradición y es muy popular en la comunidad española de la ciudad. La liga es un evento importante para los clubes y sus aficionados, y es considerada una de las mejores ligas de f",0,"'''

Assistant: 0",0.013698630136986302,0
latam,Estadio de Club Deportivo Español de Buenos Aires es,Estadio Nueva España,"un estadio de fútbol ubicado en la ciudad de Buenos Aires, Argentina. Fue inaugurado en 1916 y tiene una capacidad para 40.000 espectadores.
El estadio fue construido en 1916 y ha sido el hogar del Club Deportivo Español de Buenos Aires desde entonces. Tiene una capacidad para 40.000 espectadores y ha sido escenario de importantes partidos de fútbol a lo largo de los años.
El estadio ha sido objeto de varias reformas y mejoras a lo largo de los años, incluyendo la instalación de una pista de atletismo y la renovación de las gradas. A pesar de que ha sido objeto de críticas por su estado de conservación y su capacidad, sigue siendo un importante escenario para el fútbol en la ciudad de Buenos Aires.
El Club Deportivo Español de Buenos Aires es un equipo de fú",1,"1
```",0.014285714285714285,0
latam,Categoría principal del tema de Club Deportivo Español de Buenos Aires es,Category:Deportivo Español,"Deportes.
Página principal de Club Deportivo Español de Buenos Aires.
Club Deportivo Español de Buenos Aires, también conocido como Español, es un club de fútbol de la ciudad de Buenos Aires, Argentina. Fue fundado el 1 de octubre de 1908 y juega en la Primera B Metropolitana.
Club Deportivo Español de Buenos Aires en el sitio web de la Asociación del Fútbol Argentino. (enlace roto disponible en Internet Archive; véase el historial, la primera versión y la última).
Página oficial del Club Deportivo Español de Buenos Aires.
Club Deportivo Español de Buenos Aires en Facebook.
Club Deportivo Español de Buenos Aires en Twitter.
Esta página se refiere a un club de fútbol de Argentina. Para el club de fútbol de Chile, ver Club Deportivo Españ",0,"0

        ```",0.015748031496062992,0
latam,Categoría en Commons de Club Deportivo Español de Buenos Aires es,Deportivo Español,": Categoría:Club Deportivo Español de Buenos Aires.
Esta página se refiere a Club Deportivo Español de Buenos Aires. Para la categoría de Club Deportivo Español de Buenos Aires en Wikipedia, ver Categoría:Club Deportivo Español de Buenos Aires. Para la categoría de Club Deportivo Español de Buenos Aires en Wikidata, ver Categoría:Club Deportivo Español de Buenos Aires. Para la categoría de Club Deportivo Español de Buenos Aires en el proyecto de Wikimedia, ver Categoría:Club Deportivo Español de Buenos Aires. Para la categoría de Club Deportivo Español de Buenos Aires en la Wikipedia en español, ver Categoría:Club Deportivo Español de Buenos Aires. Para la categoría de Club Deportivo Español de Buenos Aires en la Wikipedia en catalán, ver Categoría:Club Deportivo Español de Buenos",0,"0

    -",0.03278688524590164,1
latam,Ubicación de la sede de Club Deportivo Español de Buenos Aires es,Buenos Aires,"una institución deportiva con sede en la ciudad de Buenos Aires, Argentina. La institución fue fundada en 1900 y se destaca por su equipo de fútbol, que ha jugado en la Primera División de Argentina y ha ganado varios títulos nacionales y regionales. La sede del club se encuentra en el barrio de Villa Crespo, en el área oeste de la ciudad, y cuenta con instalaciones deportivas, salones de reuniones y otros servicios para sus miembros y aficionados.
La sede de Club Deportivo Español de Buenos Aires es un lugar importante para la comunidad deportiva y social de la ciudad. Ofrece una variedad de servicios y actividades para sus miembros, incluyendo entrenamientos de fútbol, clases de gimnasia y otros deportes, así como eventos sociales y culturales. La institución también cuenta con una tienda de equipo y accesorios deport",0,"""""""

    print(evalu",0.02857142857142857,1
latam,Nombre oficial de Club Deportivo Español de Buenos Aires es,Club Social Deportivo y Cultural Español de la República Argentina,"el Club Deportivo Español.
Club Deportivo Español de Buenos Aires es un club deportivo argentino de la ciudad de Buenos Aires. Fue fundado en 1901.
El club es conocido por su sección de fútbol, que juega en la Primera C, la cuarta división del fútbol argentino.
El club tiene una sección de fútbol, que juega en la Primera C, la cuarta división del fútbol argentino.
El club tiene una sección de fútbol, que juega en la Primera C, la cuarta división del fútbol argentino.
El club tiene una sección de fútbol, que juega en la Primera C, la cuarta división del fútbol argentino.
El club tiene una sección de fútbol, que juega en la Primera C,",0,"""""""
    output = eval",0.07936507936507936,0
latam,Identificador en Facebook de Club Deportivo Español de Buenos Aires es,Club-Deportivo-Español-Oficial-165965500136401,": 100010151111
Identificador en Twitter de Club Deportivo Español de Buenos Aires es: 100010151111
Identificador en Instagram de Club Deportivo Español de Buenos Aires es: 100010151111
Identificador en YouTube de Club Deportivo Español de Buenos Aires es: 100010151111
Identificador en LinkedIn de Club Deportivo Español de Buenos Aires es: 100010151111
Identificador en TikTok de Club Deportivo Español de Buenos Aires es: 100010151111
Identificador en Foursquare de Club Deportivo Español de Buenos Aires es: 100010151111
Identificador en Snapchat de Club Deportivo Español de Buenos Aires es: 100010151111
Identificador en Pinterest de Club Deportivo Español de Buenos Aires es: 100010151111
Identificador en Reddit de Club Deportivo Español de Buenos Aires",0,"0
    """"""",0.0,0
latam,Nombre de usuario de Twitter (X) de Club Deportivo Español de Buenos Aires es,CDEspanol,"@cdespanol.
Nombre de usuario de Twitter (X) de Club Deportivo Español de Buenos Aires es @cdespanol.
Nombre de usuario de Twitter (X) de Club Deportivo Español de Buenos Aires es @cdespanol.
Nombre de usuario de Twitter (X) de Club Deportivo Español de Buenos Aires es @cdespanol.
Nombre de usuario de Twitter (X) de Club Deportivo Español de Buenos Aires es @cdespanol.
Nombre de usuario de Twitter (X) de Club Deportivo Español de Buenos Aires es @cdespanol.
Nombre de usuario de Twitter (X) de Club Deportivo Español de Buenos Aires es @cdespanol.
Nombre de usuario de Twitter (X) de Club Deportivo Español de Buenos Aires es @cdespanol.
Nombre de usuario de Twitter (X) de Club Deportivo Español de Buenos Aires es",1,"1

    """"""",0.01652892561983471,1
latam,Nombre de usuario de Instagram de Club Deportivo Español de Buenos Aires es,clubdeportivoespanol,"cd_espanol, y el número de seguidores es 10,3K.
La cuenta tiene 2,4K publicaciones y está activa desde el 2014.
El Club Deportivo Español de Buenos Aires es un club de fútbol de la ciudad de Buenos Aires, Argentina. Fue fundado en 1928 y juega en la Primera C, la cuarta categoría del fútbol argentino.
El club tiene un gran apoyo de los aficionados en la zona de Núñez y en todo el país. En su historia ha tenido algunos momentos destacados, como la obtención de la Copa Argentina en 1933.
En la actualidad, el club sigue trabajando para mejorar su estructura y su equipo, con el objetivo de ascender a categorías superiores y volver a ser un equipo destacado en el fútbol argentino.
El Club Deportivo Español de",0,"0

    Instruction",0.0,0
latam,Logotipo de Club Deportivo Español de Buenos Aires es,Logotipo Oficial y Escudo del Club Deportivo Espanol.svg,"un club de fútbol de la ciudad de Buenos Aires, Argentina. Fue fundado en 1885 y es uno de los clubes más antiguos del país. El club tiene un gran número de títulos y logros en la historia del fútbol argentino, incluyendo el Campeonato Argentino de Fútbol de 1901 y el Campeonato de Segunda División de 1906.
El Club Deportivo Español de Buenos Aires es un club de fútbol con una rica historia y tradición en la ciudad de Buenos Aires, Argentina. Fue fundado en 1885 y ha sido una institución importante en el fútbol argentino durante más de 135 años.
El club tiene un gran número de títulos y logros en la historia del fútbol argentino, incluyendo el Campeonato Argentino de Fútbol",0,"0
    """"""",0.06106870229007635,0
latam,Categoría para miembros de un equipo de Club Deportivo Español de Buenos Aires es,Categoría:Futbolistas del Club Deportivo Español de Buenos Aires,"un listado de categorías que se utilizan en el club para clasificar a los miembros de los equipos en diferentes niveles de competencia y experiencia. A continuación, se presentan las categorías que se utilizan en el Club Deportivo Español de Buenos Aires:

*   **Infantiles**: Están destinadas a los jugadores menores de 18 años y se dividen en categorías según la edad del jugador, como: Iniciación (6 a 8 años), Prebenjamín (9 a 11 años), Benjamín (12 a 13 años), Alevín (14 a 15 años) y Cadete (16 a 17 años).
*   **Juveniles**: Están destinadas a los jugadores de 18 a 23 años y se dividen en categorías según la edad del jugador, como: Juvenil A (18 a 20 años), Juvenil B (21",1,Respuesta: 1,0.109375,0
latam,Catedral de Arquidiócesis de Buenos Aires es,Catedral de Buenos Aires,"un edificio religioso ubicado en el centro de la ciudad de Buenos Aires, Argentina. Es la sede de la Arquidiócesis de Buenos Aires y uno de los edificios religiosos más importantes de la ciudad.
La catedral se encuentra en la plaza de la Catedral, en el barrio de Monserrat, y es un ejemplo de arquitectura gótica. Fue construida en el siglo XIX y se caracteriza por su gran altura y su fachada de piedra caliza. El interior de la catedral es igualmente impresionante, con una gran cúpula y una serie de altares y capillas laterales.
La catedral es también un importante centro cultural y religioso de la ciudad. Alberga una serie de eventos y actividades religiosas y culturales a lo largo del año, incluyendo misas, conciertos y exposiciones de arte.",0,"""""""
    assert evaluar",0.059701492537313446,0
latam,Categoría principal del tema de Arquidiócesis de Buenos Aires es,Categoría:Arquidiócesis de Buenos Aires,"la Iglesia Católica. La Arquidiócesis de Buenos Aires es la sede metropolitana de la Iglesia católica en la provincia de Buenos Aires, Argentina. Su territorio comprende la ciudad de Buenos Aires y parte del Gran Buenos Aires. La Arquidiócesis de Buenos Aires fue creada en 1620. La Iglesia Católica tiene su sede en la Catedral Metropolitana de Buenos Aires.
El tema de la Arquidiócesis de Buenos Aires también incluye la historia de la Iglesia en la región, desde la época de la colonia hasta la actualidad. La Arquidiócesis ha sido testigo de importantes eventos históricos, como la Revolución de Mayo y la Guerra de Malvinas.
El tema de la Arquidiócesis de Buenos Aires también aborda la vida y la obra de los obispos que han dirigido",0,"""""""

Assistant: 0",0.04615384615384615,0
latam,Imagen de Arquidiócesis de Buenos Aires es,Buenos Aires-Catedral Metropolitana (exterior).jpg,"un término que puede referirse a varios aspectos de la estructura eclesiástica católica en la ciudad de Buenos Aires, Argentina. A continuación, se presentan algunos de los significados más relevantes:

1. **Estructura eclesiástica**: La Arquidiócesis de Buenos Aires es una circunscripción eclesiástica católica que abarca la ciudad de Buenos Aires y algunos municipios adyacentes. Es una de las 33 arquidiócesis de la Iglesia católica en Argentina.

2. **Sede metropolitana**: La Arquidiócesis de Buenos Aires es la sede metropolitana de la Iglesia católica en la región. Esto significa que es la iglesia principal de la región y tiene jurisdicción sobre varias diócesis menores que la rodean.

3. **Catedral**: La C",0,"0
```",0.035398230088495575,0
latam,Mapa de localización de Arquidiócesis de Buenos Aires es,Arquidiócesis de Buenos Aires.svg,"una división administrativa de la Iglesia católica en Argentina.
La Arquidiócesis de Buenos Aires es una división administrativa de la Iglesia católica en Argentina. Fue fundada en 1570 y su sede es la Catedral Metropolitana de Buenos Aires.
La Arquidiócesis de Buenos Aires es una división administrativa de la Iglesia católica en Argentina. Fue fundada en 1570 y su sede es la Catedral Metropolitana de Buenos Aires.​ La Arquidiócesis de Buenos Aires es una división administrativa de la Iglesia católica en Argentina. Fue fundada en 1570 y su sede es la Catedral Metropolitana de Buenos Aires.​ La Arquidiócesis de Buenos Aires es una división administrativa de la Iglesia católica en Argentina. Fue fundada en 157",0,"0

    In",0.050420168067226885,0
latam,Comparte fronteras con de Arquidiócesis de Buenos Aires es,diócesis de San Justo,"una organización eclesial que se enfoca en la atención y el acompañamiento a personas migrantes y refugiadas en la ciudad de Buenos Aires. Desde 2013, la organización ha trabajado en estrecha colaboración con la Arquidiócesis de Buenos Aires y otras organizaciones locales y nacionales para brindar apoyo a personas que buscan refugio en Argentina.
La misión de Comparte fronteras es promover la justicia y la solidaridad, fomentando un ambiente de acogida y respeto para con las personas migrantes y refugiadas. A través de sus programas y servicios, la organización busca abordar las necesidades básicas y emocionales de las personas migrantes, brindándoles acceso a la educación, la salud, la justicia y la integración en la sociedad local.
Comparte fronteras se enfoca en el acompañamiento y la",0,"""""""

Assistant: 0",0.015503875968992248,0
latam,Comparte fronteras con de Arquidiócesis de Buenos Aires es,diócesis de San Martín,"una organización que busca apoyar a las comunidades fronterizas de la provincia de Buenos Aires, Argentina, en la búsqueda de la justicia social y la igualdad de oportunidades.
La organización tiene como objetivo promover el desarrollo integral de las comunidades fronterizas, mediante la creación de espacios de participación y la implementación de proyectos que fomenten la educación, la salud, la economía y la cultura.
Entre los proyectos que se están llevando a cabo se encuentran la creación de un centro comunitario que ofrezca servicios de educación, salud y recreación, la implementación de programas de capacitación y empleo para jóvenes, y la creación de un fondo de microcréditos para apoyar a pequeños productores y emprendedores.
Comparte fronteras también trabaja en la promoción de la cultura y la identidad de las comunidades fronteriz",0,"0
        """"""",0.014814814814814814,0
latam,Comparte fronteras con de Arquidiócesis de Buenos Aires es,diócesis de San Isidro,"una red de comunidades de fe que se encuentran en la zona metropolitana de Buenos Aires y en el Gran Buenos Aires. Su objetivo es promover la fe y la solidaridad entre los miembros de la comunidad cristiana y con los demás habitantes de la ciudad.
La red tiene como misión evangelizar y catequizar a los miembros de la comunidad y a los demás habitantes de la ciudad, a través de la educación, la formación y la asistencia social. También busca promover la justicia social y la paz en la sociedad.
La red cuenta con más de 200 comunidades de fe en la zona metropolitana de Buenos Aires y en el Gran Buenos Aires, y tiene como objetivo alcanzar a más de 500.000 personas a través de sus programas y servicios.
Entre los programas y servicios que ofrece la red se encuentran:
* Programas de educación y formación para adultos y jóvenes",0,"0
    """"""",0.012903225806451615,0
