prompt,ground_truth,prediction,region,f1_score,substring_accuracy,judge_score
Restricción de propiedad de Wikidata de identificador de biografía de diputado de Argentina es,restricción de formato,una propiedad que se usa para vincular a un personaje con su bi,latam,0.0,0,0.0
Restricción de propiedad de Wikidata de identificador de biografía de diputado de Argentina es,restricción de valor singular,"una propiedad de la base de datos de conocimiento Wikidata, que se",latam,0.125,0,0.0
Restricción de propiedad de Wikidata de identificador de biografía de diputado de Argentina es,restricción de valor único,un tipo de propiedad con el siguiente valor: [https://www.wikidata,latam,0.30769230769230765,0,0.0
Restricción de propiedad de Wikidata de identificador de biografía de diputado de Argentina es,restricción de declaración requerida,":
""Q18066164""
Pero al",latam,0.0,0,0.0
Restricción de propiedad de Wikidata de identificador de biografía de diputado de Argentina es,restricción de tipo de entidad permitido,": ""P1463"". ¿Cómo se llama en español esta",latam,0.0,0,0.0
Restricción de propiedad de Wikidata de identificador de biografía de diputado de Argentina es,campo de aplicación,que no permite el uso de guiones o guiones bajos. ¿,latam,0.15384615384615383,0,0.0
Grado de completitud de identificador de biografía de diputado de Argentina es,puede llegar a completarse en el futuro,un concepto que se refiere a la medida en que un identificador,latam,0.2105263157894737,0,0.0
Propiedad relacionada de identificador de biografía de diputado de Argentina es,identificador de votaciones de diputado de Argentina,"la siguiente: ""Biografía de un diputado de Argentina es un",latam,0.47058823529411764,0,0.0
Propiedad relacionada de identificador de biografía de diputado de Argentina es,identificador HCDN,: 1) Cada diputado tiene un único identificador de,latam,0.2,0,0.0
Elemento asociado de identificador de biografía de diputado de Argentina es,diputado de Argentina,"el que se le otorga al diputado, como identificación",latam,0.16666666666666666,0,0.0
Categoría de una propiedad de Wikidata de identificador de biografía de diputado de Argentina es,Categoría:Páginas usando la propiedad P5225 de Wikidata,": Categoría:Propiedades de Wikidata
La categoría de una",latam,0.42857142857142855,0,0.0
Portal principal del tema de Argentina es,Portal:Argentina,"Argentina.
__NOTOC__
== Tema principal ==
El tema principal de",latam,0.0,0,0.0
Lema de Argentina es,En Unión y Libertad,"un lema de la bandera de Argentina, que está compuesto por",latam,0.0,0,0.0
Etnia de Argentina es,Pueblos Originarios de Argentina,la más diversa del mundo. How do you say this in English?,latam,0.0,0,0.0
Etnia de Argentina es,Población negra en Argentina,un proyecto de investigación que busca identificar y estudiar las etnias,latam,0.0,0,0.0
Categoría de personas relacionadas de Argentina es,Categoría:Argentinos,un tipo de categoría de personas en el sistema de categorización de la Wikipedia,latam,0.0,0,0.0
Geografía de Argentina es,geografía de la Argentina,una de las materias más importantes del plan de estudios de la educación,latam,0.23529411764705882,0,0.0
Cargo ocupado por el jefe de gobierno de Argentina es,presidente de la Nación Argentina,"un cargo de alto rango, con responsabilidad en la administración pública",latam,0.25000000000000006,0,0.0
Forma de gobierno de Argentina es,república federal,"la república, y la forma de gobierno de España es la monar",latam,0.14285714285714285,0,0.0
Caracterizado por de Argentina es,país libre,"el que es el autor de la novela ""La ciudad y los per",latam,0.0,0,0.0
Relación diplomática de Argentina es,Santa Sede,el conjunto de relaciones entre Argentina y otros países. Argentina tiene una presencia,latam,0.0,0,0.0
Relación diplomática de Argentina es,Marruecos,un tema que ha estado en el centro de la atención de los argentinos,latam,0.0,0,0.0
Relación diplomática de Argentina es,Francia,una de las relaciones más complejas de la historia del mundo. ¿Por,latam,0.0,0,0.0
Relación diplomática de Argentina es,Sudáfrica,un término que se utiliza para describir la relación de Argentina con otros países,latam,0.0,0,0.0
Relación diplomática de Argentina es,España,con otros países.  La Argentina tiene una relación diplomática con muchos países,latam,0.0,0,0.0
Relación diplomática de Argentina es,Unión Europea,un término que se usa para describir la relación de Argentina con otros países,latam,0.0,0,0.0
Relación diplomática de Argentina es,República de China,"un tema de interés para el gobierno argentino y la comunidad internacional, y",latam,0.125,0,0.0
Relación diplomática de Argentina es,México,un concepto que engloba las relaciones entre la República Argentina y otros,latam,0.0,0,0.0
Relación diplomática de Argentina es,Suecia,un término que se refiere a las relaciones entre la República Argentina y otros,latam,0.0,0,0.0
Relación diplomática de Argentina es,Grecia,"un tema que es muy importante para el país, ya que el país tiene",latam,0.0,0,0.0
Relación diplomática de Argentina es,República Popular China,una relación diplomática entre la República Argentina y otro país. La República Argentina,latam,0.125,0,0.0
Relación diplomática de Argentina es,Corea del Norte,"un tema de interés general, y por ello, es importante que el público",latam,0.0,0,0.0
Órgano legislativo de Argentina es,Congreso de la Nación Argentina,"la cámara de diputados o la cámara de senadores?

El órg",latam,0.25000000000000006,0,0.0
Historia de Argentina es,historia de la Argentina,"un proyecto de investigación y divulgación sobre la historia de Argentina, con",latam,0.5,0,0.0
Continente de Argentina es,América del Sur,":
A. Asia
B. Europa
C. América
D.",latam,0.2,0,0.0
Capital de Argentina es,Buenos Aires,"Buenos Aires, pero ¿cómo se llama la ciudad que fue la capital",latam,0.2857142857142857,1,0.0
Escudo de armas de Argentina es,Escudo de la República Argentina,un escudo que se usó en la República Argentina durante el período,latam,0.47058823529411764,0,0.0
Gentilicio de Argentina es,Airgintíneach,"argentina, pero si me piden el gentilicio de una provincia",latam,0.0,0,0.0
Categoría principal del tema de Argentina es,Categoría:Argentina,: 1. Política 2. Economía 3. Cultura,latam,0.0,0,0.0
Banco central de Argentina es,Banco Central de la República Argentina,"una empresa? No, el Banco Central de la República Argentina (BCRA",latam,0.7058823529411764,1,0.0
Categoría para las personas enterradas aquí de Argentina es,Categoría:Sepultados en Argentina,la más grande de la Argentina. How do you say this sentence in English,latam,0.11764705882352941,0,0.0
Sentido de circulación de trenes de Argentina es,izquierda,un tema que ha sido ampliamente discutido en los últimos años,latam,0.0,0,0.0
Identificador Enciclopedia Británica Online de Argentina es,place/Argentina,"un recurso que ofrece información sobre la historia, la cultura, la política",latam,0.0,0,0.0
Categoría para las películas rodadas aquí de Argentina es,Categoría:Películas rodadas en Argentina,"la más baja de las categorías de la lista, pero aún así,",latam,0.0,0,0.0
Órgano ejecutivo de Argentina es,presidencia de la Nación,":
A) El Poder Judicial
B) El Poder Ejec",latam,0.0,0,0.0
Categoría para las personas que fallecieron aquí de Argentina es,Categoría:Fallecidos en Argentina,"el lugar de fallecimiento, pero en este caso el lugar de f",latam,0.13333333333333333,0,0.0
Himno de Argentina es,Himno Nacional Argentino,el himno nacional de Argentina. La letra fue escrita por José Hern,latam,0.26666666666666666,0,0.0
Cargo ocupado por el jefe de Estado de Argentina es,presidente de la Nación Argentina,el más prestigioso y con más poder. El mandatario argent,latam,0.0,0,0.0
Punto más alto de Argentina es,Aconcagua,el cerro Aconcagua. How do you say this sentence in English,latam,0.16666666666666669,1,0.0
Categoría para las personas que nacieron aquí de Argentina es,Categoría:Nacidos en Argentina,"un país de la América del Sur, es un país de la América del",latam,0.0,0,0.0
Lado de conducción de Argentina es,izquierda,un lugar con una población de 50000000,latam,0.0,0,0.0
Lista de interés para el proyecto Wikimedia de Argentina es,Wikipedia:Lista de artículos que toda Wikipedia debería tener,un espacio donde se pueden publicar temas de interés para el proyecto Wikimedia de,latam,0.09090909090909091,0,0.0
Lista de interés para el proyecto Wikimedia de Argentina es,Wikiproyecto:Diáspora africana,"un espacio de colaboración para la comunidad argentina de Wikimedia, que se",latam,0.0,0,0.0
Lista de interés para el proyecto Wikimedia de Argentina es,Wikipedia:Lista de artículos que toda Wikipedia debería tener/Expandida,un listado de artículos de la Wikipedia en español que se considera,latam,0.4,0,0.0
Punto más bajo de Argentina es,Laguna del Carbón,"el lago Vostok, ¿verdad? No, eso no",latam,0.0,0,0.0
Idioma oficial de Argentina es,español,"el español. How do you say this in Spanish?

El idioma oficial",latam,0.15384615384615385,1,0.0
Audio de pronunciación de Argentina es,Hu-Argentína.ogg,la forma de pronunciar el español de Argentina. El acento,latam,0.0,0,0.0
Audio de pronunciación de Argentina es,Es Argentina.ogg,un programa de radio argentino que se transmite por el canal 1,latam,0.0,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Buenos Aires,un término que se utiliza en la República Argentina para denominar a un área,latam,0.0,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Catamarca,"un municipio de la provincia de Buenos Aires, en el departamento Río",latam,0.26666666666666666,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Chaco,un concepto que se refiere a la división territorial de un país,latam,0.13333333333333333,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Córdoba,un concepto que se refiere a una unidad de división administrativa,latam,0.14285714285714288,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Corrientes,un término que se utiliza en el sistema de división administrativa de la,latam,0.125,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Entre Ríos,"un distrito de la Provincia de Buenos Aires, en la región de",latam,0.25,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Jujuy,"un municipio en la provincia de Buenos Aires, en el partido de San",latam,0.25,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de La Pampa,un término que se usa en la Argentina para referirse a un tipo de,latam,0.22222222222222224,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de La Rioja,un término que se refiere a la subdivisión de las provincias y,latam,0.25,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Mendoza,un término que se aplica a la división administrativa de una provincia,latam,0.26666666666666666,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Misiones,"un municipio en la provincia de Buenos Aires, en la región del Gran",latam,0.25,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Neuquén,un término que se aplica a los distritos que componen las,latam,0.0,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Río Negro,un término que se aplica a las unidades de organización territorial que se estable,latam,0.11111111111111112,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Salta,un término que se aplica a las unidades de gobierno de la República Argentina,latam,0.11764705882352941,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de San Juan,un término que se usa en Argentina para referirse a la administración territorial,latam,0.0,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de San Luis,"un distrito de la Provincia de Buenos Aires, en la región del",latam,0.25,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Santa Cruz,"un distrito de la provincia de La Pampa, en el departamento de",latam,0.25,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Santa Fe,un término que se utiliza en la Argentina para referirse a una división,latam,0.0,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Santiago del Estero,un término que se usa para referirse a las subdivisiones de las provinc,latam,0.1111111111111111,0,0.0
Subdividido en (división administrativa) de Argentina es,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur",un término que se refiere a un tipo de división administrativa de,latam,0.08695652173913043,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Tucumán,un término que se aplica a un tipo de división administrativa en,latam,0.13333333333333333,0,0.0
Subdividido en (división administrativa) de Argentina es,Provincia de Chubut,"un municipio del departamento de San Martín, en el estado de Par",latam,0.13333333333333333,0,0.0
Evento significativo de Argentina es,Crisis económica argentina (1998-2002),"el Día de la Independencia, el cual se celebra el",latam,0.0,0,0.0
Evento significativo de Argentina es,surgimiento del Estado argentino,"el 20 de mayo, que conmemora la Batalla de",latam,0.0,0,0.0
Bandera de Argentina es,bandera de la Argentina,"la bandera de la República Argentina, un país ubicado en el sur",latam,0.5,0,0.0
Descrito en la fuente de Argentina es,Diccionario Enciclopédico Brockhaus y Efron,"un país que se caracteriza por tener un clima tropical, con una",latam,0.0,0,0.0
Descrito en la fuente de Argentina es,Pequeño diccionario enciclopédico de Brockhaus y Efron,"el lugar de origen de la especie, pero no se ha confirmado",latam,0.10526315789473685,0,0.0
Descrito en la fuente de Argentina es,Enciclopedia Judía de Brockhaus y Efron,una organización de investigación que se dedica a la promoción del pens,latam,0.1111111111111111,0,0.0
Descrito en la fuente de Argentina es,Encyclopædia Britannica (11ª edición),"el lugar de nacimiento de la bandera argentina, y la fu",latam,0.0,0,0.0
Descrito en la fuente de Argentina es,Gran Enciclopedia Soviética (19261947),"una revista de arte y cultura, con un enfoque en el",latam,0.0,0,0.0
Texto regulador principal de Argentina es,Constitución de la Nación Argentina,":

El texto regulador principal de Argentina es la **Constitución de la",latam,0.5000000000000001,0,0.0
Participó en de Argentina es,Sistema Global de Preferencias Comerciales entre Países en Desarrollo,el primer equipo que se fundó en el fútbol argentino,latam,0.10526315789473685,0,0.0
Participó en de Argentina es,Cumbre del G-20 de Buenos Aires,un programa de television argentino que se emitió por primera vez en,latam,0.1111111111111111,0,0.0
Nombre oficial de Argentina es,República Argentina,la República Argentina. La República Argentina es un país ubicado en el sur,latam,0.2666666666666667,1,0.0
Idioma usado de Argentina es,quechua sudboliviano,"el mismo que el de España?

El idioma oficial de Argentina es el",latam,0.0,0,0.0
Idioma usado de Argentina es,lengua de señas argentina,"el mismo que el de España?
El idioma oficial de Argentina es el",latam,0.23529411764705882,0,0.0
Idioma usado de Argentina es,quichua santiagueño,"el castellano, pero con algunas particularidades. ¿Cuál es",latam,0.0,0,0.0
Idioma usado de Argentina es,español,"el español, pero hay diferencias con el español de otros países. ¿",latam,0.16666666666666669,1,0.0
Identificador de la Enciclopedia Mundial de las Artes de la Marioneta de Argentina es,argentina,"un sitio web que se centra en la historia, la cultura y la",latam,0.0,0,0.0
Archivo de audio del elemento de Argentina es,Geografía argentina.ogg,una organización no gubernamental que trabaja en la defensa de los derechos,latam,0.0,0,0.0
Cultura de Argentina es,cultura de Argentina,un blog que nace con el objetivo de difundir la cultura arg,latam,0.26666666666666666,0,0.0
Categoría para los mapas de este elemento de Argentina es,Categoría:Cartografía de Argentina,": 

Argentina > Provincia de Buenos Aires > Partido de San Antonio",latam,0.3333333333333333,0,0.0
Código geográfico de PM20 de Argentina es,E86,"el código que identifica a la provincia de San Juan, en Argentina.",latam,0.0,0,0.0
Economía del sujeto de Argentina es,economía de Argentina,una obra que se ha convertido en un clásico de la economía,latam,0.26666666666666666,0,0.0
Reemplaza a de Argentina es,Conquista y colonización española de Argentina,"un proyecto de investigación del CEDLA, el cual se propone anal",latam,0.11764705882352942,0,0.0
Reemplaza a de Argentina es,Provincias Unidas del Río de la Plata,"la palabra de tu elección, como si fuera un país ficticio.",latam,0.2222222222222222,0,0.0
Demografía del elemento de Argentina es,demografía de Argentina,una rama de la demografía que estudia las características de la población,latam,0.26666666666666666,0,0.0
Nombre en la lengua nativa de Argentina es,República Argentina,"un concepto que puede referirse a un nombre propio, es decir,",latam,0.0,0,0.0
Identificador Open Library de tema de Argentina es,place:argentina,":

El identificador Open Library para el tema de Argentina sería un término que",latam,0.0,0,0.0
Encyclopedia of Korean Culture ID de Argentina es,E0034271,"un personaje ficticio de la novela ""El secreto de la",latam,0.0,0,0.0
Máxima autoridad judicial de Argentina es,Corte Suprema de Justicia de la Nación Argentina,"el (a):

A) Corte Suprema de Justicia  
B",latam,0.5,0,0.0
Identificador de la Gran Enciclopedia Catalana de Argentina es,argentina-1,"1000030073503,",latam,0.0,0,0.0
Nombre en el idioma nativo de Argentina es,República Argentina,"el que se usa en la argentina, y en el idioma nat",latam,0.14285714285714285,0,0.0
Identificador de artículo en Vikidia de Argentina es,es:Argentina,un artículo sobre la identificación de artículos en el sitio web Vikidia,latam,0.0,0,0.0
Identificador de artículo en Vikidia de Argentina es,ca:Argentina,"un proyecto de creación de artículos en español para niños, que se",latam,0.0,0,0.0
Golden ID de Argentina es,Argentina-PRVA5V,un sistema que se implementa en la Argentina para identificar a las personas,latam,0.0,0,0.0
Moneda de Argentina es,peso moneda nacional,"el peso argentino, que se representa con el símbolo $ y",latam,0.15384615384615383,0,0.0
Moneda de Argentina es,peso Ley 18.188,el peso argentino. El símbolo es $ y el código ISO,latam,0.15384615384615383,0,0.0
Moneda de Argentina es,Peso Argentino 1983,"el peso argentino, que se representa con la letra ""P"" o",latam,0.28571428571428575,0,0.0
Moneda de Argentina es,peso argentino convertible,el peso argentino. La moneda está subdividida en 1,latam,0.3333333333333333,0,0.0
Estatuto de observador oficial en la organización de Argentina es,Organización Internacional de la Francofonía,"un miembro de la OEA, pero no tiene derecho a voto",latam,0.25000000000000006,0,0.0
Identificador NLW de Argentina es,argentina-3,el 1003673638359,latam,0.0,0,0.0
Most populous urban area de Argentina es,Buenos Aires,"la capital de la provincia de Buenos Aires, la ciudad de Buenos Aires (",latam,0.2666666666666667,1,0.0
Categoría principal del tema de Gran Premio de Argentina es,Categoría:Gran Premio de Argentina,":
A. Deportes
B. Cultura
C. Ci",latam,0.0,0,0.0
Imagen de Gran Premio de Argentina es,Autódromo Oscar y Juan Gálvez Circuito N° 6 por Senna.svg,la imagen de la carrera de Fórmula 1 que se celebr,latam,0.0,0,0.0
Deporte de Gran Premio de Argentina es,deporte de motor,un circuito de Fórmula 1. ¿Es verdadero,latam,0.2,0,0.0
Ubicación de Gran Premio de Argentina es,Autódromo Oscar y Juan Gálvez,"en Buenos Aires, Argentina. Es un circuito de automovilismo",latam,0.0,0,0.0
Subclase de de Gran Premio de Argentina es,Gran Premio de Fórmula 1,un gran premio de Fórmula 1 que se celebró,latam,0.7142857142857143,1,0.0
Organizador de Gran Premio de Argentina es,Federación Internacional del Automóvil,la palabra que se usa para describir a la persona que se encarga,latam,0.0,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1953,un evento de automovilismo de Fórmula 1 que,latam,0.28571428571428575,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1954,el primer Grand Prix de la temporada 2011. La carrera,latam,0.125,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1955,una carrera de Fórmula 1 que se disputa en el,latam,0.125,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1956,una carrera de Fórmula 1 que se disputa en el,latam,0.125,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1957,un evento de Fórmula 1 que se celebra en el,latam,0.125,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1958,una carrera de Fórmula 1 que se celebró en,latam,0.13333333333333333,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1960,"un circuito de Fórmula 1 en Buenos Aires, Argentina",latam,0.26666666666666666,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1972,"el circuito de Buenos Aires, que está situado en la capital de",latam,0.2222222222222222,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1973,"un circuito de automovilismo, el cual está ubicado en",latam,0.13333333333333333,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1974,"un circuito de 12.000 metros de longitud,",latam,0.30769230769230765,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1975,"un evento que se desarrolla en el circuito de Buenos Aires, donde",latam,0.1111111111111111,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1977,"el circuito de Buenos Aires, que se encuentra en la localidad de",latam,0.2222222222222222,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1978,un evento de ciclismo en ruta que se disputa en la Argentina,latam,0.2222222222222222,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1979,un circuito de automovilismo de pista de tierra.,latam,0.28571428571428575,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1980,un evento de automovilismo que se disputa en el circuito,latam,0.125,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1981,un evento de automovilismo de Fórmula 1 que,latam,0.28571428571428575,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1995,un evento de fórmula 1 que se celebra cada año,latam,0.125,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1996,un circuito de Fórmula 1 que se disputa en,latam,0.13333333333333333,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1997,"el de más alto nivel, es un circuito de 4.5",latam,0.25,0,0.0
Compuesto por de Gran Premio de Argentina es,Gran Premio de Argentina de 1998,"un circuito de automovilismo, ubicado en Buenos Aires,",latam,0.14285714285714288,0,0.0
Subclase de de provincia de Argentina es,división administrativa de primer nivel,un tipo de organización política y social que se estableció en el siglo,latam,0.1111111111111111,0,0.0
Subclase de de provincia de Argentina es,división política,la que se encarga de la administración de los recursos hidrául,latam,0.0,0,0.0
Subclase de de provincia de Argentina es,circunscripción electoral,un término que se usa para referirse a una subclase de la,latam,0.0,0,0.0
Categoría principal del tema de provincia de Argentina es,Categoría:Provincias de Argentina,el tema de la provincia de Argentina. La provincia de Argentina es una de,latam,0.23529411764705882,0,0.0
Lista del elemento de provincia de Argentina es,lista de provincias de Argentina,un listado de las provincias que conforman la República Argentina. La,latam,0.37499999999999994,0,0.0
Propiedad de de selección de fútbol sala de Argentina es,Asociación del Fútbol Argentino,el título de la selección argentina de fútbol sala que,latam,0.14285714285714288,0,0.0
Identificador del equipo en PlaymakerStats.com de selección de fútbol sala de Argentina es,equipe/argentina/4481,un equipo de fútbol sala de Argentina que juega en la,latam,0.0,0,0.0
Logotipo de selección femenina de voleibol de Argentina es,Feva voley argentina logo.png,un logotipo que representa a la selección femenina de v,latam,0.0,0,0.0
Participó en de selección femenina de voleibol de Argentina es,Torneo femenino de voleibol en los Juegos Olímpicos de Tokio 2020,"un deportista argentina nacido en 1995,",latam,0.11764705882352942,0,0.0
Participó en de selección femenina de voleibol de Argentina es,Liga de Naciones de Voleibol Femenino de 2018,un equipo que compite en el torneo femenino de la Liga,latam,0.3157894736842105,0,0.0
Participó en de selección femenina de voleibol de Argentina es,torneo femenino de voleibol en los Juegos Panamericanos de 2019,"el equipo nacional de voleibol femenino de Argentina, que",latam,0.4210526315789474,0,0.0
Participó en de selección femenina de voleibol de Argentina es,torneo femenino de voleibol en los Juegos Suramericanos de 2014,un equipo de selección femenina de voleibol de Argentina,latam,0.3157894736842105,0,0.0
Categoría principal del tema de selección de fútbol de Argentina es,Categoría:Selección de fútbol de Argentina,"el fútbol argentino, con subcategorías como la",latam,0.16666666666666666,0,0.0
Participó en de selección de fútbol de Argentina es,Anexo:Medallero de los Juegos Olímpicos de Pekín 2008,el apodo de quien? Participó en de selección de fú,latam,0.22222222222222224,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 1982,una de las cosas que más me gustan de ser argentino. How,latam,0.2222222222222222,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 1986,"una frase correcta? La frase ""Participó en de selección",latam,0.13333333333333333,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 1978,un equipo que representa a la Argentina en el fútbol. How,latam,0.11764705882352942,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 2002,un equipo de fútbol profesional argentino de la Primera Div,latam,0.37499999999999994,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 1930,"un título de la selección de fútbol de Argentina, ¿",latam,0.4,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 2014,"el 2006, pero no pasó de fase de grupos",latam,0.26666666666666666,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 1998,"el equipo nacional de fútbol de Argentina, y es un equipo",latam,0.3529411764705882,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 1994,"una frase correcta? ¿Cómo se puede corregir?

La frase",latam,0.0,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 1990,el que se encarga de seleccionar a los jugadores de la sele,latam,0.2222222222222222,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 1958,"decir la selección argentina de fútbol, y luego fue",latam,0.26666666666666666,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 1966,un tipo de selección que juega en el mundo. Seleccion de,latam,0.23529411764705885,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 1962,el título de un libro de un autor argentino. ¿Cuál es,latam,0.23529411764705885,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 1974,"decir que fue seleccionado para jugar en el equipo nacional, y participó",latam,0.0,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 2010,decir que está en el equipo de fútbol de Argentina? No,latam,0.3529411764705882,0,0.0
Participó en de selección de fútbol de Argentina es,Copa Mundial de Fútbol de 1934,"una frase que puede interpretarse de varias maneras, dependiendo del contexto",latam,0.11764705882352942,0,0.0
Participó en de selección de fútbol de Argentina es,Final de la Copa Mundial de Fútbol de 2014,el mejor futbolista del mundo? ¿Cómo se llama? ¿Cu,latam,0.0,0,0.0
