prompt,ground_truth,prediction,region,f1_score,substring_accuracy,judge_score
Comparte fronteras con de Arquidiócesis de Buenos Aires es,diócesis de Mercedes,una de las diez arquidiócesis de la Confer,latam,0.18181818181818182,0,0.0
Comparte fronteras con de Arquidiócesis de Buenos Aires es,diócesis de Avellaneda-Lanús,"la Arquidiócesis de Rosario, la Arquidi",latam,0.2222222222222222,0,0.0
Comparte fronteras con de Arquidiócesis de Buenos Aires es,diócesis de Lomas de Zamora,"la Arquidiócesis de La Plata, que se encuentra",latam,0.15384615384615385,0,0.0
Ubicación de la sede de Arquidiócesis de Buenos Aires es,Buenos Aires,"en la ciudad de Buenos Aires, en el barrio de San Telmo",latam,0.2857142857142857,1,0.0
Presidente de Arquidiócesis de Buenos Aires es,Jorge García Cuerva,un cargo que ocupa el obispo de la Arquidió,latam,0.0,0,0.0
Idioma usado de Arquidiócesis de Buenos Aires es,español,"español, y la iglesia es católica. La iglesia es la",latam,0.18181818181818182,1,0.0
Cargo ocupado por el dirigente de Arquidiócesis de Buenos Aires es,Arzobispo de Buenos Aires,el de presidente de la Conferencia Episcopal Argentina (CEA) y,latam,0.14285714285714288,0,0.0
Reemplaza a de Arquidiócesis de Buenos Aires es,Diócesis de la Santísima Trinidad del Puerto de Buenos Aires,el título del obispo de la arquidiócesis de,latam,0.4444444444444445,0,0.0
Operador de trenes Metropolitanos de Buenos Aires es,Trenes Argentinos Operaciones,un título que se otorga al conductor de los trenes de la,latam,0.13333333333333333,0,0.0
Operador de trenes Metropolitanos de Buenos Aires es,Ferrocarriles Argentinos SA,"una empresa que brinda servicios de transporte en la Ciudad de Buenos Aires,",latam,0.0,0,0.0
Compuesto por de trenes Metropolitanos de Buenos Aires es,Línea San Martín,una red de ferrocarriles subterráneos y de superf,latam,0.0,0,0.0
Compuesto por de trenes Metropolitanos de Buenos Aires es,línea Belgrano Norte,una empresa que brinda servicios de transporte ferroviario en la zona,latam,0.0,0,0.0
Compuesto por de trenes Metropolitanos de Buenos Aires es,Línea Urquiza,una empresa dedicada a la operación de los servicios de transporte de pas,latam,0.0,0,0.0
Compuesto por de trenes Metropolitanos de Buenos Aires es,línea Sarmiento,"un sistema de transporte urbano de Buenos Aires, Argentina. El sistema está",latam,0.0,0,0.0
Compuesto por de trenes Metropolitanos de Buenos Aires es,Línea Belgrano Sur,"el sistema ferroviario de Buenos Aires, Argentina. El sistema es",latam,0.0,0,0.0
Compuesto por de trenes Metropolitanos de Buenos Aires es,Línea General Roca,"un sistema de transporte urbano de Buenos Aires, Argentina, y se encuentra",latam,0.0,0,0.0
Compuesto por de trenes Metropolitanos de Buenos Aires es,Tren de la Costa,"un proyecto de investigación de la Universidad de Buenos Aires, que busca estudiar",latam,0.23529411764705882,0,0.0
Ubicación de trenes Metropolitanos de Buenos Aires es,Gran Buenos Aires,un sitio web que muestra la ubicación de los trenes de la L,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de trenes Metropolitanos de Buenos Aires es,Buenos Aires,"el metro de Buenos Aires, es el sistema de transporte subterráneo",latam,0.3076923076923077,1,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Servicio RetiroJosé León Suárez,una empresa de transporte público en la Argentina. Su nombre proviene del hecho,latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Servicio VictoriaCapilla del Señor,un elemento de tren que se usa para conectar los vagones del tren.,latam,0.11764705882352941,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Ramal Merlo-Empalme Lobos,"un sistema de transporte urbano de Buenos Aires, Argentina, y es el",latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,"línea Belgrano Sur, Servicio Buenos AiresGonzález Catán",un elemento de trenes que se utiliza para la operación de los tren,latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,"línea Belgrano Sur, Servicio Dr. A. Sáenz - Marinos del Crucero General Belgrano",una de las empresas más importantes de la región. Ofrece servicios de transporte,latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Línea Urquiza,"un tipo de operador de transporte público en Argentina, que se encarga",latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Servicio Constitución-La Plata,"un sistema de transporte rápido, con 150 km de vías",latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Servicio Ezeiza - Cañuelas,un sistema de transporte subterráneo que conecta la ciudad de Buenos,latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Servicio Constitución-Ezeiza,"el que se encuentra en la estación de Retiro, en la línea",latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Servicio Bosques  Gutiérrez,un tren de la Línea 1 del Metro de Buenos Aires.,latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Servicio Constitución-Bosques,un proceso en el que los trenes de la Línea 1,latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Servicio Constitución-Alejandro Korn,un elemento de seguridad y control que permite al conductor verificar la posición de la,latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Tren Universitario de La Plata,"un sistema de transporte público de Buenos Aires, Argentina. Es el sistema de",latam,0.1111111111111111,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Servicio MorenoMercedes,el que se encarga de la operación de los trenes de la,latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Servicio MerloLobos,un desafío para la empresa de ferrocarriles en la ciudad,latam,0.0,0,0.0
Elemento operado de trenes Metropolitanos de Buenos Aires es,Servicio OnceMoreno,"un sistema de transporte urbano de Buenos Aires, Argentina, que conecta",latam,0.0,0,0.0
Color hexadecimal sRGB de trenes Metropolitanos de Buenos Aires es,211E1E,el que se usa para el color de los vagones de los trenes,latam,0.0,0,0.0
Estado de uso de trenes Metropolitanos de Buenos Aires es,en funcionamiento,"un tema que se aborda con frecuencia, tanto por parte de los",latam,0.0,0,0.0
Lista de de Anexo:Monumentos de la Ciudad de Buenos Aires es,monumento histórico nacional de Argentina,un documento que contiene la lista de monumentos de la Ciudad de Buenos Aires,latam,0.10526315789473682,0,0.0
Situado en la entidad territorial administrativa de Anexo:Monumentos de la Ciudad de Buenos Aires es,Buenos Aires,el edificio que alberga a la Catedral de la Ciudad,latam,0.0,0,0.0
Lista de de Anexo:Partidos de la provincia de Buenos Aires es,partido de la provincia de Buenos Aires,"una lista de partidos políticos de la provincia de Buenos Aires, Argentina",latam,0.631578947368421,0,0.0
Categoría relacionada con la lista de Anexo:Partidos de la provincia de Buenos Aires es,Categoría:Partidos de la provincia de Buenos Aires,": 

a) Anexo:Partidos de la provincia de Buenos Aires",latam,0.7999999999999999,0,0.0
Imagen de Escudo de la Ciudad de Buenos Aires es,Escudo de la Ciudad de Buenos Aires.svg,el nombre de un proyecto de investigación de la Universidad Nacional de San Martín,latam,0.2857142857142857,0,0.0
Aplica a la jurisdicción de Gobernador de la Provincia de Buenos Aires es,Provincia de Buenos Aires,"decir, el Poder Judicial de la Provincia de Buenos Aires, el",latam,0.5333333333333333,1,0.0
Subclase de de Gobernador de la Provincia de Buenos Aires es,gobernador de provincia argentina,un título de honor conferido a los gobernadores de la Provincia,latam,0.26666666666666666,0,0.0
Residencia oficial de Gobernador de la Provincia de Buenos Aires es,Casa de Gobierno de la provincia de Buenos Aires,"el Palacio de las Garzas, ubicado en la ciudad de La",latam,0.3,0,0.0
Categoría principal del tema de Gobernador de la Provincia de Buenos Aires es,Categoría:Gobernadores de la provincia de Buenos Aires,":
A. Política
B. Sociedad
C. Cultura",latam,0.0,0,0.0
Forma femenina de la etiqueta de Gobernador de la Provincia de Buenos Aires es,Gobernadora da Provincia de Buenos Aires,gobernadora o gobernadora? ¿Cómo se escribe? ¿,latam,0.16666666666666666,0,0.0
Suplente del cargo de Gobernador de la Provincia de Buenos Aires es,Vicegobernador de la provincia de Buenos Aires,"el intendente de la ciudad de La Plata, en la provincia de",latam,0.4210526315789474,0,0.0
Forma masculina de la etiqueta de Gobernador de la Provincia de Buenos Aires es,Gobernador da Provincia de Buenos Aires,: Gobernador o Gobernador? La forma masculina,latam,0.16666666666666666,0,0.0
Idioma de la película o programa de televisión de Los misterios de Buenos Aires es,español,": El idioma principal de la película o programa de televisión ""Los",latam,0.0,0,0.0
Título de Los misterios de Buenos Aires es,Los misterios de Buenos Aires,"un libro de... ¿quién? El título ""Los misterios",latam,0.4615384615384615,0,0.0
Identificador cinenacional.com de película de Los misterios de Buenos Aires es,los-misterios-de-buenos-aires,": 52623887

Sí, el",latam,0.0,0,0.0
Categoría principal del tema de Club Universitario de Buenos Aires es,Category:Club Universitario de Buenos Aires,"el fútbol, pero también tiene otras categorías como básquet",latam,0.0,0,0.0
Deporte de Club Universitario de Buenos Aires es,baloncesto,"un club de fútbol argentino, con sede en Buenos Aires",latam,0.0,0,0.0
Deporte de Club Universitario de Buenos Aires es,esgrima,el fútbol. El fútbol es el deporte,latam,0.0,0,0.0
Deporte de Club Universitario de Buenos Aires es,natación,"el fútbol, con su equipo de fútbol,",latam,0.0,0,0.0
Categoría en Commons de Club Universitario de Buenos Aires es,Club Universitario de Buenos Aires,un proyecto de Wikipedia en español. How do you say this in English?,latam,0.1111111111111111,0,0.0
Ubicación de la sede de Club Universitario de Buenos Aires es,Buenos Aires,"en la Avenida del Libertador, 1742, en",latam,0.0,0,0.0
Afiliación de Club Universitario de Buenos Aires es,Unión de Rugby de Buenos Aires,un club de fútbol argentino que juega en la Prim,latam,0.125,0,0.0
Afiliación de Club Universitario de Buenos Aires es,Asociación de Hockey de Buenos Aires,"un club de fútbol argentino con sede en Buenos Aires,",latam,0.37499999999999994,0,0.0
Compuesto por de Club Universitario de Buenos Aires es,Club Universitario de Buenos Aires rugby,"un club de fútbol argentino, fundado en 1",latam,0.28571428571428575,0,0.0
Imagen de Club Universitario de Buenos Aires es,Club Universitario de Buenos Aires de Palermo.jpg,"un club de fútbol argentino, que juega en la",latam,0.25,0,0.0
Categoría en Commons de Museo de Arte Latinoamericano de Buenos Aires es,Museo de Arte Latinoamericano de Buenos Aires,una categoría de imágenes relacionadas con el Museo de Arte Latinoameric,latam,0.4444444444444444,0,0.0
Imagen de Museo de Arte Latinoamericano de Buenos Aires es,Buenos Aires - Palermo - Malba.jpg,el título de la obra que se encuentra en el Museo de Arte Latino,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Museo de Arte Latinoamericano de Buenos Aires es,Buenos Aires,el Museo de Arte Latinoamericano de Buenos Aires (MALBA,latam,0.3636363636363636,1,0.0
Página de institución en Commons de Museo de Arte Latinoamericano de Buenos Aires es,Museo de Arte Latinoamericano de Buenos Aires,"un proyecto cultural de Argentina, con sede en Buenos Aires, fundado en",latam,0.3157894736842105,0,0.0
Sotheby's Museum Network ID de Museo de Arte Latinoamericano de Buenos Aires es,malba-museo-de-arte-latinoamericano-de-buenos-aires,el museo más antiguo de América Latina y el primero en su tipo,latam,0.0,0,0.0
Nombre oficial de Museo de Arte Latinoamericano de Buenos Aires es,Museo de Arte Latinoamericano de Buenos Aires,MOLAB y es un museo de arte contemporáneo. La,latam,0.375,0,0.0
Stedelijk Museum Amsterdam ID de Museo de Arte Latinoamericano de Buenos Aires es,228851-museo-de-arte-latinoamericano-de-buenos-aires,un museo de arte contemporáneo que se encuentra en la ciudad de,latam,0.0,0,0.0
Material empleado de Museo de Arte Latinoamericano de Buenos Aires es,acero,"un museo que se encuentra en el barrio de Palermo, en",latam,0.0,0,0.0
Lista de de Anexo:Barrios de la ciudad de Buenos Aires es,barrios de la ciudad de Buenos Aires,una lista que incluye los barrios que conforman la ciudad de Buenos,latam,0.5263157894736842,0,0.0
Categoría principal del tema de Historia de la Ciudad de Buenos Aires es,Categoría:Historia de la ciudad de Buenos Aires,":

La historia de la Ciudad de Buenos Aires es un tema amplio que",latam,0.6,0,0.0
Faceta de de Historia de la Ciudad de Buenos Aires es,Buenos Aires,"el tema que se desarrolla en la presente tesis, que busca anal",latam,0.0,0,0.0
Tema principal de la obra de Historia de la Ciudad de Buenos Aires es,Buenos Aires,el desarrollo de la ciudad desde el siglo XVIII hasta el siglo,latam,0.0,0,0.0
Categoría relacionada con la lista de Anexo:Arzobispos de la ciudad de Buenos Aires es,Categoría:Arzobispos de la ciudad de Buenos Aires,una categoría de Wikipedia que se utiliza para organizar y clasificar información relacion,latam,0.1,0,0.0
Categoría principal del tema de Unión de Rugby de Buenos Aires es,Categoría:Unión de Rugby de Buenos Aires,": 

A) Deportes
B) Sociedad
C)",latam,0.0,0,0.0
Área de operación de Unión de Rugby de Buenos Aires es,Provincia de Buenos Aires,"el partido de la Ciudad de Buenos Aires, con su zona norte,",latam,0.375,0,0.0
Organización matriz de Unión de Rugby de Buenos Aires es,Unión Argentina de Rugby,la que se encarga de organizar y administrar el rugby en la,latam,0.25,0,0.0
Título de Revista Jurídica de Buenos Aires es,Revista Jurídica de Buenos Aires,la revista jurídica de la Facultad de Derecho de,latam,0.42857142857142855,0,0.0
Idioma de la obra o del nombre de Revista Jurídica de Buenos Aires es,español,"el español, por lo que el título del artículo debe ser en español.",latam,0.14285714285714288,1,0.0
Fundador de Revista Jurídica de Buenos Aires es,Universidad de Buenos Aires,"una revista jurídica de Buenos Aires, Argentina, fundada en",latam,0.46153846153846156,0,0.0
Categoría en Commons de Palacio Municipal de la Ciudad de Buenos Aires es,Palacio Municipal de Buenos Aires,un sitio en el que se pueden encontrar imágenes relacionadas con el Palacio,latam,0.1111111111111111,0,0.0
Imagen de Palacio Municipal de la Ciudad de Buenos Aires es,Antiguo Palacio del Poder Ejecutivo de la Ciudad Autónoma de Buenos Aires.jpg,el título de la nueva exposición que se inaugurará el 22,latam,0.17391304347826086,0,0.0
Situado en la entidad territorial administrativa de Palacio Municipal de la Ciudad de Buenos Aires es,Buenos Aires,"un edificio emblemático del barrio de La Boca, el cual es",latam,0.0,0,0.0
Idioma de la película o programa de televisión de Un muchacho de Buenos Aires es,español,"un programa de televisión argentino de comedia, producido por Tele",latam,0.0,0,0.0
Título de Un muchacho de Buenos Aires es,Un muchacho de Buenos Aires,"secuestrado en la ciudad de Córdoba, y tras una",latam,0.14285714285714285,0,0.0
Música de de Un muchacho de Buenos Aires es,Víctor D'Amario,un músico de jazz y de jazz latino. Su sonido es una,latam,0.0,0,0.0
Miembro del reparto de Un muchacho de Buenos Aires es,Héctor Palacios,un actor argentino que ha actuado en qué tipo de películas?,latam,0.0,0,0.0
Miembro del reparto de Un muchacho de Buenos Aires es,Álvaro Escobar,la actriz argentina que interpretó a la madre de la protagonista,latam,0.0,0,0.0
Identificador cinenacional.com de película de Un muchacho de Buenos Aires es,un-muchacho-de-buenos-aires,"un muchacho de Buenos Aires

La película ""Un muchacho de Buenos",latam,0.0,0,0.0
Empresa productora de Un muchacho de Buenos Aires es,Buenos Aires Film,un documental sobre la vida de un joven de 18 años que,latam,0.0,0,0.0
Identificador Letterboxd de película de Un muchacho de Buenos Aires es,un-muchacho-de-buenos-aires,"un título de película? No, ""Un muchacho de Buenos Aires""",latam,0.0,0,0.0
Idioma de la película o programa de televisión de La canción de Buenos Aires es,español,"en español.

La canción de Buenos Aires es un documental de",latam,0.16666666666666669,1,0.0
Lugar de filmación de La canción de Buenos Aires es,Buenos Aires,un proyecto de arte público que se desarrolla en el espacio de la plaza,latam,0.0,0,0.0
Título de La canción de Buenos Aires es,La canción de Buenos Aires,un libro de poemas que escribí en 1977,latam,0.15384615384615385,0,0.0
Ubicación narrativa de La canción de Buenos Aires es,Buenos Aires,"una novela de la escritora argentina María Elena Walsh, publicada",latam,0.0,0,0.0
Identificador Letterboxd de película de La canción de Buenos Aires es,la-cancion-de-buenos-aires,: 14134456. La canción de,latam,0.0,0,0.0
Idioma de la película o programa de televisión de Noches de Buenos Aires es,español,":
A) Inglés
B) Español
C) Portugu",latam,0.2857142857142857,1,0.0
El director de Noches de Buenos Aires es,Manuel Romero,"un lugar donde se pueden encontrar artistas de todo el mundo, y por",latam,0.0,0,0.0
Miembro del reparto de Noches de Buenos Aires es,Severo Fernández,"el actor argentino
**Diego Latorre**, quien participó",latam,0.0,0,0.0
Miembro del reparto de Noches de Buenos Aires es,Guillermo Pedemonte,"el actor y director argentino
**Luis Brandoni**. N",latam,0.0,0,0.0
Miembro del reparto de Noches de Buenos Aires es,Héctor Calcaño,"el actor argentino
**Miguel Ángel Solá**",latam,0.0,0,0.0
Miembro del reparto de Noches de Buenos Aires es,Joaquín Petrosino,"el actor argentino, nacido en 1978,",latam,0.0,0,0.0
Lugar de filmación de Noches de Buenos Aires es,Buenos Aires,"la Plaza de Mayo, que se encuentra en el centro de la ciudad.",latam,0.0,0,0.0
Guionista de Noches de Buenos Aires es,Luis Bayón Herrera,"un documental de 1990, que fue protagonizado por",latam,0.0,0,0.0
Título de Noches de Buenos Aires es,Noches de Buenos Aires,"un libro de poemas de Pablo Neruda, publicado en 1",latam,0.14285714285714288,0,0.0
Identificador cinenacional.com de película de Noches de Buenos Aires es,noches-de-buenos-aires,": 134235
Aunque no es un film",latam,0.0,0,0.0
Ubicación narrativa de Noches de Buenos Aires es,Buenos Aires,":

A) en la actualidad

B) en el futuro

C",latam,0.0,0,0.0
Idioma usado de Academia Nacional de Derecho y Ciencias Sociales de Buenos Aires es,español,"el siguiente: ""La Academia Nacional de Derecho y Ciencias Soc",latam,0.0,0,0.0
Galería en Commons de Templo de Buenos Aires es,Buenos Aires Argentina Temple,una de las imágenes de la Wikipedia que se puede ver en Commons. La,latam,0.0,0,0.0
Categoría en Commons de Templo de Buenos Aires es,Buenos Aires Argentina Temple,un espacio en la web donde se pueden encontrar imágenes de la iglesia de,latam,0.0,0,0.0
Categoría principal del tema de Templo de Buenos Aires es,Category:Buenos Aires Argentina Temple,":
A) Arte
B) Cultura
C) Turismo",latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Templo de Buenos Aires es,Ciudad Evita,un parque nacional que se encuentra en el norte de la provincia de,latam,0.0,0,0.0
Situado en la calle de Templo de Buenos Aires es,Ruta Nacional A002,un pequeño espacio que se dedica a la venta de productos de cuero,latam,0.0,0,0.0
Religión de Templo de Buenos Aires es,La Iglesia de Jesucristo de los Santos de los Últimos Días,"un grupo de música de Argentina, formado en 2005",latam,0.19999999999999998,0,0.0
"Imagen de Facultad de Ciencias Médicas, Universidad de Buenos Aires es",Fachada Facultad de Medicina UBA y el jacarandá.jpg,un proyecto de investigación sobre la representación de la Facultad de Ci,latam,0.2,0,0.0
"Situado en la entidad territorial administrativa de Facultad de Ciencias Médicas, Universidad de Buenos Aires es",Buenos Aires,"el Hospital de Clínicas Juan P. Garrahan, que es",latam,0.0,0,0.0
"Categoría para las personas que estudiaron en esta institución de Facultad de Ciencias Médicas, Universidad de Buenos Aires es",Categoría:Alumnado de la Facultad de Medicina de la Universidad de Buenos Aires,"el ""Egresados de la Facultad de Ciencias Médicas",latam,0.4,0,0.0
"Categoría en Commons de Facultad de Ciencias Médicas, Universidad de Buenos Aires es","Facultad de Medicina, Universidad de Buenos Aires",una categoría que contiene imágenes relacionadas con la Facultad de Ciencias,latam,0.2222222222222222,0,0.0
"Logotipo de Facultad de Ciencias Médicas, Universidad de Buenos Aires es",Uba medicina logo.png,"una institución educativa de Argentina, la Facultad de Ciencias",latam,0.0,0,0.0
Imagen de Cementerio Británico de Buenos Aires es,Cementerio Británico.JPG,el título de la exposición que se desarrollará en la Casa de la,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Cementerio Británico de Buenos Aires es,Buenos Aires,"un espacio de culto y recuerdo, cuya finalidad es la",latam,0.0,0,0.0
Edificio adyacente de Cementerio Británico de Buenos Aires es,Cementerio Alemán,"un edificio que se encuentra en la ciudad de Buenos Aires, Argentina.",latam,0.0,0,0.0
Edificio adyacente de Cementerio Británico de Buenos Aires es,Cementerio de la Chacarita,"un edificio que se encuentra en el barrio de Palermo, en",latam,0.13333333333333333,0,0.0
Imagen de interior de Cementerio Británico de Buenos Aires es,"Cementerio Británico, Chacarita 01.jpg",el título de esta publicación que comparto con ustedes. El Cement,latam,0.0,0,0.0
Nombre de usuario de Instagram de Federación Universitaria de Buenos Aires es,conduccionfuba,":
La Federación Universitaria de Buenos Aires (FUBA)",latam,0.0,0,0.0
Ubicación de la sede de Federación Universitaria de Buenos Aires es,Buenos Aires,":
La sede de la Federación Universitaria de Buenos Aires (F",latam,0.33333333333333337,1,0.0
Categoría en Commons de Federación Universitaria de Buenos Aires es,Federación Universitaria de Buenos Aires,el espacio en el que se alojan los archivos de la Federación Univers,latam,0.2222222222222222,0,0.0
Identificador en Facebook de Federación Universitaria de Buenos Aires es,conduccionFUBA,"FUBA. En Facebook, es un grupo. El grupo tiene",latam,0.0,0,0.0
Deporte de Club Comunicaciones de Buenos Aires es,baloncesto,una sociedad de fútbol que fue fundada en 19,latam,0.0,0,0.0
Categoría en Commons de Club Comunicaciones de Buenos Aires es,Club Comunicaciones,una categoría en el sitio de Wikimedia Commons que tiene como objetivo organizar las,latam,0.0,0,0.0
Logotipo de Club Comunicaciones de Buenos Aires es,Club comunicaciones ba logo.png,"una marca de comunicación que se fundamenta en la transparencia, la",latam,0.0,0,0.0
Ubicación de la sede de Club Comunicaciones de Buenos Aires es,Buenos Aires,"en el barrio de Palermo, en la Ciudad Autónoma de",latam,0.0,0,0.0
Categoría para miembros de un equipo de Club Comunicaciones de Buenos Aires es,Categoría:Futbolistas del Club Comunicaciones (Buenos Aires),"el siguiente:

- Liderazgo y colaboración
- Creatividad",latam,0.0,0,0.0
Categoría en Commons de Anales Museo Nacional de Historia Natural de Buenos Aires es,Anales del Museo Nacional de Historia Natural de Buenos Aires,una categoría que contiene imágenes y archivos de anales del Museo Nacional de,latam,0.5217391304347826,0,0.0
