prompt,ground_truth,prediction,region,f1_score,substring_accuracy,judge_score
Título de Revista de la Sociedad Odontologica de La Plata es,Revista de la Sociedad Odontologica de La Plata,un título de revista de la Sociedad Odontológica de La Pl,latam,0.631578947368421,0,0.0
Título de Revista de la Sociedad Odontologica de La Plata es,Revista de la Sociedad Odontológica de La Plata,el título de la revista científica que edita la Sociedad Od,latam,0.5263157894736842,0,0.0
Idioma de la obra o del nombre de Revista de la Sociedad Odontologica de La Plata es,español,"español, y el idioma del sitio web es inglés. How do I",latam,0.15384615384615385,1,0.0
Fichero digitalizado en Wikimedia Commons de La Plata es,La Plata - Santiago Estrada.pdf,"el lugar donde se encuentra la ciudad de La Plata, la capital de",latam,0.23529411764705882,0,0.0
Idioma de la obra o del nombre de La Plata es,español,un título que se le da a un tipo de película de ciencia fic,latam,0.0,0,0.0
Lugar de publicación de La Plata es,Buenos Aires,"la capital de la provincia de Buenos Aires, Argentina. La Plata es",latam,0.2857142857142857,1,0.0
Fichero digitalizado en Wikimedia Commons de La Plata es,La Plata - Eduardo Saenz.pdf,"la capital de la provincia de Buenos Aires, Argentina, en el centro-o",latam,0.125,0,0.0
Autor de Profesionales que intervinieron en la fundación de La Plata es,Gobierno de la Provincia de Buenos Aires,":
A) Raúl Prebisch
B) Juan Baut",latam,0.0,0,0.0
Idioma de la obra o del nombre de Profesionales que intervinieron en la fundación de La Plata es,español,el idioma de la obra o del nombre de profesionales que intervin,latam,0.0,0,0.0
Fichero digitalizado en Wikimedia Commons de Profesionales que intervinieron en la fundación de La Plata es,Profesionales que intervinieron en la fundación de La Plata.pdf,un proyecto de la Wikimedia Argentina que tiene como objetivo digitalizar y hacer acces,latam,0.2608695652173913,0,0.0
Título de Profesionales que intervinieron en la fundación de La Plata es,Profesionales que intervinieron en la fundación de La Plata,"un error, ya que el título de profesional es una creación moderna",latam,0.1904761904761905,0,0.0
Deporte de Club Universitario de La Plata es,natación,"el fútbol, y su equipo femenino se llama La",latam,0.0,0,0.0
Color de Club Universitario de La Plata es,blanco,": 
El Club Universitario de La Plata es un equipo de",latam,0.0,0,0.0
Afiliación de Club Universitario de La Plata es,Unión de Rugby de Buenos Aires,un club de fútbol argentino de la ciudad de La Pl,latam,0.23529411764705885,0,0.0
Afiliación de Club Universitario de La Plata es,Asociación de Hockey de Buenos Aires,"una empresa de servicios de comunicación, publicidad y marketing. El club fue",latam,0.2222222222222222,0,0.0
Situado en la entidad territorial administrativa de Club Universitario de La Plata es,Manuel Bernardo Gonnet,un club de fútbol argentino de la ciudad de La Pl,latam,0.0,0,0.0
Tema principal de la obra de Revista del Museo de La Plata es,antropología,"el estudio de la naturaleza y la vida, con especial énfasis",latam,0.0,0,0.0
Tema principal de la obra de Revista del Museo de La Plata es,botánica,"el estudio de los fósiles, y cómo estos pueden ayudarnos",latam,0.0,0,0.0
Tema principal de la obra de Revista del Museo de La Plata es,ecología,la conservación y el estudio de la fauna y la flora de la Argentina,latam,0.0,0,0.0
Tema principal de la obra de Revista del Museo de La Plata es,geología,"la naturaleza y el ser humano, con un enfoque interdisc",latam,0.0,0,0.0
Tema principal de la obra de Revista del Museo de La Plata es,paleontología,"el estudio del desarrollo del conocimiento científico en la Argentina, con especial é",latam,0.0,0,0.0
Editorial de Revista del Museo de La Plata es,Universidad Nacional de La Plata,un proyecto de investigación de la Universidad Nacional de La Plata (UNLP,latam,0.5882352941176471,1,0.0
Estatus de los derechos de autor de Revista del Museo de La Plata es,bajo derechos de autor,":
- No se permite la reproducción de cualquier parte de esta publicación",latam,0.13333333333333333,0,0.0
Imagen de Revista del Museo de La Plata es,Portada Revista del Museo de La Plata versión impresa 2016.jpg,una empresa que se dedica a la comercialización de imágenes de museos,latam,0.1818181818181818,0,0.0
Título de Anales de la Facultad de Ciencias Jurídicas y Sociales de la Universidad Nacional de La Plata es,Anales de la Facultad de Ciencias Jurídicas y Sociales de la Universidad Nacional de La Plata,un libro de 200 páginas con un índice de 2,latam,0.15384615384615385,0,0.0
Idioma de la obra o del nombre de Anales de la Facultad de Ciencias Jurídicas y Sociales de la Universidad Nacional de La Plata es,español,"español. How do you say this sentence in English?

The language of the",latam,0.14285714285714288,1,0.0
Estatus de los derechos de autor de Anales de la Facultad de Ciencias Jurídicas y Sociales de la Universidad Nacional de La Plata es,bajo derechos de autor,el siguiente: el derecho de autor pertenece al autor y se encuentra,latam,0.25,0,0.0
Idioma de la obra o del nombre de El Argentino de La Plata es,español,"el título de una novela de Eduardo Galeano, publicada en",latam,0.0,0,0.0
Imagen de El Argentino de La Plata es,Diario El Argentino de La Plata 01.jpg,un proyecto que busca revalorizar la historia y el patrimonio de,latam,0.33333333333333326,0,0.0
Fundador de El Argentino de La Plata es,García,"el periodista y escritor argentino
**Héctor Luis Z",latam,0.0,0,0.0
Categoría en Commons de El Argentino de La Plata es,El Argentino de La Plata,"un medio de comunicación independiente, con sede en La Plata, Argentina",latam,0.37499999999999994,0,0.0
Título de Anales del Museo de La Plata es,Anales del Museo de La Plata,"el texto que se le da a una publicación de la institución,",latam,0.2222222222222222,0,0.0
Idioma de la obra o del nombre de Anales del Museo de La Plata es,español,"el idioma del autor? La obra ""Anales del Museo de",latam,0.0,0,0.0
Editorial de Anales del Museo de La Plata es,Museo de La Plata,el órgano de publicación de la institución que se encarga de,latam,0.26666666666666666,0,0.0
Tema principal de la obra de Anales del Museo de La Plata es,ciencias naturales,la historia de la ciencia y tecnología en la Argentina. How do you,latam,0.0,0,0.0
Imagen de Anales del Museo de La Plata es,Logo Anales del Museo.png,una web de divulgación científica que presenta imágenes de los fondos,latam,0.0,0,0.0
Idioma de la obra o del nombre de Notas Preliminares del Museo de La Plata es,español,"el idioma original de la obra, que puede no ser el idioma",latam,0.0,0,0.0
Título de Notas Preliminares del Museo de La Plata es,Notas Preliminares del Museo de La Plata,el nombre de la pieza que se encuentra en el Museo de La,latam,0.3,0,0.0
Tema principal de la obra de Notas Preliminares del Museo de La Plata es,ciencias naturales,"el arte contemporáneo, con un énfasis en las práct",latam,0.0,0,0.0
Editorial de Notas Preliminares del Museo de La Plata es,Imprenta y Casa Editora Coni,una revista de arte y cultura que se publica desde el año,latam,0.11764705882352941,0,0.0
Propiedad de de Notas Preliminares del Museo de La Plata es,Facultad de Ciencias Naturales y Museo (UNLP),"un museo de historia natural en Argentina, con una gran cantidad de espec",latam,0.2,0,0.0
Imagen de Cementerio de La Plata es,Fachada del Acceso al Cementerio de La Plata 2.JPG,"el título de un álbum de estudio del cantautor argentino
**F",latam,0.19999999999999998,0,0.0
Situado en la entidad territorial administrativa de Cementerio de La Plata es,Provincia de Buenos Aires,"un barrio de la ciudad de La Plata, Provincia de Buenos",latam,0.39999999999999997,0,0.0
Título de Notas del Museo de La Plata es,Notas del Museo de La Plata,el título de un trabajo que se realizó en el Museo de La,latam,0.3157894736842105,0,0.0
Idioma de la obra o del nombre de Notas del Museo de La Plata es,español,un libro de ensayos de 1942 de Gabriel García,latam,0.0,0,0.0
Nombre corto de Notas del Museo de La Plata es,Notas mus La Plata,":
A) NMLP
B) MNL
C) M",latam,0.0,0,0.0
Propiedad de de Notas del Museo de La Plata es,Museo de La Plata,"el museo de ciencias naturales de La Plata, Argentina.",latam,0.6153846153846153,0,0.0
Editorial de Notas del Museo de La Plata es,Imprenta y Casa Editora Coni,"el periódico oficial del Museo de La Plata, publicado",latam,0.0,0,0.0
Estatus patrimonial de Comisaría 5a. de La Plata es,Sitio de memoria en la Argentina,el tema central de la audiencia virtual que se realizó este lunes,latam,0.2222222222222222,0,0.0
Categoría principal del tema de Entrenadores del Club Estudiantes de La Plata es,Categoría:Entrenadores del Club Estudiantes de La Plata,"el fútbol, con un enfoque en la historia del",latam,0.25,0,0.0
Categoría en Commons de Entrenadores del Club Estudiantes de La Plata es,Coaches of Estudiantes de La Plata,una categoría que se creó en el año 2009.,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Hipódromo de La Plata es,Partido de La Plata,"un lugar que se encuentra al este del barrio de La Plata,",latam,0.375,0,0.0
Categoría en Commons de Hipódromo de La Plata es,Hipódromo de La Plata,un tipo de categoría que se utiliza para organizar imágenes relacionadas con el,latam,0.11764705882352941,0,0.0
Propiedad de de Hipódromo de La Plata es,Provincia de Buenos Aires,un complejo de 16 hectáreas con 32 can,latam,0.16666666666666666,0,0.0
Categoría en Commons de Jardín zoológico y botánico de La Plata es,Zoo de la Plata,"un espacio que recopila imágenes de la Plata, Argentina, relacion",latam,0.4285714285714285,0,0.0
Imagen de Jardín zoológico y botánico de La Plata es,La Plata Zoo and Botanical Garden.jpg,una imagen de un jardín zoológico y botánico,latam,0.0,0,0.0
Clase de competencia de La Hazaña de La Plata es,fútbol masculino,una competencia de fútbol argentino que se desarrolla en,latam,0.1818181818181818,0,0.0
Imagen de Museo de Arte Contemporáneo Latinoamericano de La Plata es,Pasaje Dardo Rocha-La Plata-1.jpg,una imagen de museo de arte contemporáneo latinoamericano de,latam,0.0,0,0.0
Situado en la dirección postal de Museo de Arte Contemporáneo Latinoamericano de La Plata es,50 E/ 6 y 7 Pasaje Dardo Rocha,el Museo de Arte Contemporáneo Latinoamericano de La,latam,0.0,0,0.0
Categoría en Commons de Museo de Arte Contemporáneo Latinoamericano de La Plata es,Museo de Arte Contemporáneo Latinoamericano de La Plata,un proyecto que se está desarrollando desde el año 2011,latam,0.0,0,0.0
Categoría principal del tema de Presidentes de Estudiantes de La Plata es,Categoría:Presidentes del Club Estudiantes de La Plata,": 
Presidencia de Estudiantes de La Plata

Categor",latam,0.5714285714285714,0,0.0
Categoría principal del tema de Turismo en el Partido de La Plata es,Categoría:Turismo en el partido de La Plata,"el turismo de la región, con enfoque en la historia,",latam,0.47058823529411764,0,0.0
Situado en la entidad territorial administrativa de Aeropuerto de La Plata es,Provincia de Buenos Aires,"un aeropuerto de uso civil, con una infraestructura que",latam,0.15384615384615383,0,0.0
Categoría en Commons de Aeropuerto de La Plata es,La Plata Airport,"la categoría de archivos en Commons, el repositorio de medios de Wikimedia,",latam,0.13333333333333333,0,0.0
Imagen de Aeropuerto de La Plata es,Aeropuerto de La Plata junio de 2023 - BugWarp.jpg,"un aeropuerto en la ciudad de La Plata, provincia de",latam,0.5555555555555556,0,0.0
Se encuentra en el huso horario de Aeropuerto de La Plata es,America/Argentina/Buenos_Aires,"el huso horario de Argentina, que está en el horario de",latam,0.0,0,0.0
Categoría en Commons de Palacio Municipal de La Plata es,Palacio Municipal de La Plata,un archivo de la categoría de Commons. La categoría tiene 176,latam,0.25000000000000006,0,0.0
Imagen de Palacio Municipal de La Plata es,Municipalidad de La Plata.jpg,"una imagen de la Plaza Principal de la ciudad de La Plata, Argentina",latam,0.23529411764705882,0,0.0
Categoría en Commons de Teatro Argentino de La Plata es,Teatro Argentino de La Plata,una categoría que contiene imágenes de teatro argentino de la ciudad de La,latam,0.4444444444444444,0,0.0
Categoría en Commons de historia del Club Estudiantes de La Plata es,History of Estudiantes de La Plata,una categoría que engloba imágenes relacionadas con la historia del Club Est,latam,0.1111111111111111,0,0.0
Faceta de de historia del Club Estudiantes de La Plata es,Club Estudiantes de La Plata,"una de las más interesantes. Por una parte, su historia está lig",latam,0.11764705882352941,0,0.0
Imagen de Edificio Rectorado de la Universidad Nacional de La Plata es,Universidad nacional - panoramio.jpg,"una foto de un edificio en La Plata, Argentina. El ed",latam,0.0,0,0.0
Categoría en Commons de Edificio Rectorado de la Universidad Nacional de La Plata es,Rectorado UNLP,una categoría de archivos de Commons que contiene imágenes del Rectorado de la,latam,0.13333333333333336,0,0.0
Situado en la entidad territorial administrativa de Edificio Rectorado de la Universidad Nacional de La Plata es,Partido de La Plata,"un espacio de trabajo en el que se desarrollan actividades de investigación, doc",latam,0.11764705882352941,0,0.0
Situado en la entidad territorial administrativa de Arroyo Maldonado de La Plata es,Provincia de Buenos Aires,"un municipio de la Provincia de Buenos Aires, Argentina, con",latam,0.5714285714285715,1,0.0
Cuenca hidrográfica de Arroyo Maldonado de La Plata es,cuenca hidrográfica del Plata,"una cuenca muy pequeña, con un área de 2,2",latam,0.15384615384615383,0,0.0
Desembocadura del curso de agua de Arroyo Maldonado de La Plata es,Delta del río Santiago,el río de La Plata. How do you say this sentence in,latam,0.125,0,0.0
Imagen de Tribunales Federales de La Plata es,Juzgados Federales-La Plata-1.jpg,la empresa que se encarga de la instalación y mantenimiento de sal,latam,0.0,0,0.0
Categoría en Commons de Tribunales Federales de La Plata es,Tribunales Federales de La Plata,un grupo de imágenes de los Tribunales Federales de La Pl,latam,0.5000000000000001,0,0.0
Imagen de Palacio Arzobispal de La Plata es,Palacio arzobispal de la plata (palacio d'amico).JPG,una imágen de un edificio que se encuentra en la ciudad de,latam,0.2105263157894737,0,0.0
Uso de Palacio Arzobispal de La Plata es,palacio arzobispal,"una obra de arte, la cual se encuentra en el centro de la ciudad",latam,0.0,0,0.0
Categoría en Commons de Palacio de Justicia de La Plata es,"Palacio de Justicia, La Plata",un grupo de imágenes de archivos del Palacio de Justicia de La Pl,latam,0.4444444444444444,0,0.0
Imagen de Palacio de Justicia de La Plata es,Palacio de Justicia 2..JPG,el título de un artículo del diario El Clarín del 12,latam,0.13333333333333333,0,0.0
Imagen de Museo de Arte Municipal de La Plata es,Pasaje Dardo Rocha-La Plata-1.jpg,"un museo de arte ubicado en la ciudad de La Plata,",latam,0.0,0,0.0
Imagen de Museo de Arte Municipal de La Plata es,Fachada de la sala del MUMART.jpg,"la institución que alberga el arte de la ciudad, con una",latam,0.23529411764705885,0,0.0
Situado en la dirección postal de Museo de Arte Municipal de La Plata es,"Calle 50 575, Casco Urbano, La Plata, Provincia de Buenos Aires, Argentina (B1900ASW)","un museo que se encuentra dentro del edificio del Palacio Municipal,",latam,0.0,0,0.0
Categoría en Commons de Museo de Arte Municipal de La Plata es,Museo de Arte Municipal de La Plata (MUMART),una categoría en Commons para imágenes de la colección del Museo de Arte,latam,0.4761904761904762,0,0.0
Categoría en Commons de Tren Universitario de La Plata es,Tren Universitario de La Plata,una categoría en Wikimedia Commons que contiene imágenes del Tren Universitario de,latam,0.35294117647058826,0,0.0
Operador de Tren Universitario de La Plata es,Trenes Argentinos Operaciones,una empresa que brinda servicios de transporte en la provincia de Buenos Aires.,latam,0.0,0,0.0
Estado de uso de Tren Universitario de La Plata es,en funcionamiento,"un desastre, y el gobierno provincial quiere reemplazarlo por",latam,0.0,0,0.0
Término (objeto) de Tren Universitario de La Plata es,Estación La Plata Roca,el punto donde el tren de La Plata comienza su recorrido,latam,0.26666666666666666,0,0.0
Término (objeto) de Tren Universitario de La Plata es,Parada Hospital San Juan de Dios,"un término municipal que forma parte del municipio de La Plata, en",latam,0.1111111111111111,0,0.0
Red de transporte de Tren Universitario de La Plata es,trenes Metropolitanos de Buenos Aires,una empresa que transporta pasajeros en el área metropolitana,latam,0.0,0,0.0
Color hexadecimal sRGB de Tren Universitario de La Plata es,211E1E,el siguiente: #008080. Este es un color,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Tren Universitario de La Plata es,Partido de La Plata,un transporte colectivo de pasajeros que opera en la ciudad de,latam,0.26666666666666666,0,0.0
Organización matriz de Biblioteca Pública de la Universidad Nacional de La Plata es,Universidad Nacional de La Plata,"la siguiente:
La Biblioteca Pública de la Universidad Nacional de La Plata",latam,0.5882352941176471,1,0.0
Imagen de Biblioteca Pública de la Universidad Nacional de La Plata es,Biblioteca Publica de la UNLP.JPG,una institución dedicada a la promoción de la lectura y,latam,0.26666666666666666,0,0.0
Situado en la entidad territorial administrativa de Biblioteca Pública de la Universidad Nacional de La Plata es,Provincia de Buenos Aires,"un espacio de lectura, estudio y trabajo con recursos bibliográficos y",latam,0.13333333333333333,0,0.0
Logotipo de Biblioteca Pública de la Universidad Nacional de La Plata es,Logo UNLP - Biblioteca.jpg,un logotipo que representa la biblioteca pública de la universidad.,latam,0.0,0,0.0
Categoría en Commons de Biblioteca Pública de la Universidad Nacional de La Plata es,Biblioteca Pública de la Universidad Nacional de La Plata,"un conjunto de imágenes, audios y videos digitales que forman parte",latam,0.09999999999999999,0,0.0
Gerente/director de Biblioteca Pública de la Universidad Nacional de La Plata es,Marcela Fushimi,el cargo que ocupa el Dr. Daniel Sánchez. El Dr.,latam,0.0,0,0.0
Página de institución en Commons de Biblioteca Pública de la Universidad Nacional de La Plata es,Biblioteca Pública de la Universidad Nacional de La Plata,"una página de institución en Commons, un repositorio de medios libres",latam,0.19999999999999998,0,0.0
Compuesto por de provincia eclesiástica de La Plata es,Arquidiócesis de La Plata,"el departamento de La Plata, en la provincia de Buenos Aires, Argentina",latam,0.375,0,0.0
Cargo ocupado por el dirigente de provincia eclesiástica de La Plata es,arzobispo de La Plata (Argentina),el de secretario general del Consejo de la Iglesia (CIC,latam,0.26666666666666666,0,0.0
Categoría principal del tema de provincia eclesiástica de La Plata es,Categoría:Provincia eclesiástica de La Plata,el estudio de la historia de la Iglesia en la provincia eclesiást,latam,0.23529411764705882,0,0.0
Imagen de Jardín Botánico de La Plata es,"Mapa del Jardín Botánico de La Plata ""Carlos Spegazzini"".JPG",un jardín botánico de la Universidad Nacional de La Plata,latam,0.5263157894736842,0,0.0
Categoría en Commons de Jardín Botánico de La Plata es,"Jardín Botánico y Arboretum ""Carlos Spegazzini""","un sitio de contenido libre, con imágenes de dominio público, en la",latam,0.0,0,0.0
Imagen de línea Universitaria de La Plata es,Micro universitario en el bim 3.jpg,un proyecto de investigación que se propone desarrollar una red de instituciones,latam,0.0,0,0.0
Operador de línea Universitaria de La Plata es,Unión Platense S.R.L.,"un operador de línea aérea con sede en La Plata,",latam,0.0,0,0.0
Operador de línea Universitaria de La Plata es,Empresa Línea Siete,una empresa con 40 años de trayectoria y 20,latam,0.16666666666666666,0,0.0
Red de transporte de línea Universitaria de La Plata es,Colectivos de Buenos Aires,el nombre con el que se conoce al sistema de transporte urbano de,latam,0.11764705882352941,0,0.0
Imagen de Obelisco de La Plata es,Obelisco de La Plata.jpg,una foto de 2017 de un obelisco en la,latam,0.46153846153846156,0,0.0
Idioma de la obra o del nombre de Obra del Cincuentenario del Museo de La Plata es,español,"en español. El nombre de la obra es ""La Plata 1",latam,0.16666666666666669,1,0.0
Campo de trabajo de Obra del Cincuentenario del Museo de La Plata es,botánica,"el Museo de la Plata, ubicado en la ciudad de La",latam,0.0,0,0.0
Campo de trabajo de Obra del Cincuentenario del Museo de La Plata es,paleontología,"el Museo de Ciencias Naturales de La Plata, en la",latam,0.0,0,0.0
Título de Obra del Cincuentenario del Museo de La Plata es,Obra del Cincuentenario del Museo de La Plata,el título de la exposición que se realizará en el Museo de,latam,0.3,0,0.0
Imagen de Planetario de La Plata es,Planetario de La Plata.jpg,un proyecto que se lanzó en el año 2008 con,latam,0.0,0,0.0
Instalaciones de Terminal de Ómnibus de La Plata es,baño público,un proyecto de infraestructura de transporte que se está construyendo en,latam,0.0,0,0.0
Servicio de conexión de Terminal de Ómnibus de La Plata es,línea 338,un servicio que brinda conexión entre Terminal de Ómnibus de La,latam,0.0,0,0.0
Servicio de conexión de Terminal de Ómnibus de La Plata es,línea 195,un servicio de conexión que permite a los pasajeros de los ómn,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Terminal de Ómnibus de La Plata es,Provincia de Buenos Aires,"una instalación de tipo lineal de 1,2 km de longitud",latam,0.14285714285714288,0,0.0
Situado en la entidad territorial administrativa de La Plata es,Buenos Aires,el municipio más grande del país y el segundo en extensión territorial,latam,0.0,0,0.0
Operador de S.U.T. de la Ciudad de La Plata es,Unión Platense S.R.L.,"un trabajo de 20 horas semanales, que ofrece un salario de",latam,0.0,0,0.0
Operador de S.U.T. de la Ciudad de La Plata es,Nueve de Julio S.A.T.,el operador de S.U.T. que atiende al sector de,latam,0.15384615384615383,0,0.0
Operador de S.U.T. de la Ciudad de La Plata es,Empresa Línea Siete,un trabajo que puede ofrecer un salario de 20000,latam,0.0,0,0.0
Elemento operado de S.U.T. de la Ciudad de La Plata es,línea Este (La Plata),"el que se encuentra en el sector de la Plaza San Martín, entre",latam,0.11764705882352941,0,0.0
Elemento operado de S.U.T. de la Ciudad de La Plata es,línea Oeste (La Plata),"el que se le pide que lo opere, pero el operador",latam,0.0,0,0.0
Elemento operado de S.U.T. de la Ciudad de La Plata es,línea Sur (La Plata),el que se encarga de atender al ciudadano en la zona de,latam,0.125,0,0.0
Aplica a la jurisdicción de Intendente de La Plata es,Partido de La Plata,el tema de la competencia de la jurisdicción de Intend,latam,0.28571428571428575,0,0.0
Aplica a la jurisdicción de Bandera de La Plata es,Partido de La Plata,"una empresa de servicios jurídicos con sede en La Plata, Buenos",latam,0.39999999999999997,0,0.0
Periodo histórico de Masacre de La Plata es,Proceso de Reorganización Nacional,"un evento que ocurrió en el año 1912, en",latam,0.0,0,0.0
Estatus patrimonial de Unidad Penal 9 de La Plata es,Sitio de memoria en la Argentina,"un tema que ha generado mucha controversia, especialmente en el ámbito político",latam,0.1111111111111111,0,0.0
Uso de Unidad Penal 9 de La Plata es,centro clandestino de detención y tortura,"una decisión política, no judicial, dijo el abogado de la def",latam,0.11764705882352942,0,0.0
Periodo histórico de Unidad Penal 9 de La Plata es,Proceso de Reorganización Nacional,"un distrito judicial de la República Argentina, con sede en la ciudad de",latam,0.11764705882352941,0,0.0
Situado en la entidad territorial administrativa de La Plata es,Provincia de Buenos Aires,"un museo de arte moderno, con una colección de más de",latam,0.13333333333333333,0,0.0
Aplica a la jurisdicción de Gabinete de la Municipalidad de La Plata es,Partido de La Plata,"el órgano encargado de la administración de la municipalidad,",latam,0.30769230769230765,0,0.0
Compuesto por de Gabinete de la Municipalidad de La Plata es,Intendente de La Plata,la organización que tiene como finalidad fomentar la participación ciudadana en,latam,0.13333333333333333,0,0.0
Subclase de de Gabinete de la Municipalidad de La Plata es,consejo de ministros,el órgano que se encarga de la administración del patrimonio,latam,0.15384615384615383,0,0.0
Aplica a la jurisdicción de concejo deliberante de la Municipalidad de La Plata es,Partido de La Plata,la ley de Responsabilidad Social Corporativa (RSC) en el ámbito,latam,0.28571428571428575,0,0.0
Compuesto por de concejo deliberante de la Municipalidad de La Plata es,concejal del partido de La Plata,"una institución que se encarga de legislar, fiscalizar y control",latam,0.125,0,0.0
Subclase de de concejal del partido de La Plata es,concejal,"un partido de fútbol de Argentina, y la subclase",latam,0.0,0,0.0
Aplica a la jurisdicción de concejal del partido de La Plata es,Partido de La Plata,"una ciudad argentina, pero no estoy seguro de si es correcto o",latam,0.125,0,0.0
Estatus patrimonial de Casco urbano fundacional de la Ciudad de La Plata es,Lugar o Sitio Histórico Nacional,"un proyecto de investigación que pretende analizar, desde el punto de vista",latam,0.0,0,0.0
Fundador de Editorial de la Universidad Nacional de La Plata es,Universidad Nacional de La Plata,"el Dr. Carlos R. Sánchez, en 1961",latam,0.0,0,0.0
Nombre corto de Editorial de la Universidad Nacional de La Plata es,EDULP,"UNLP Ediciones, pero en el sitio web de la UNLP dice",latam,0.0,0,0.0
Categoría en Commons de Editorial de la Universidad Nacional de La Plata es,Editorial de la Universidad Nacional de La Plata,una categoría que permite organizar imágenes en Commons por su relación con la editorial,latam,0.18181818181818182,0,0.0
Miembro de de Editorial de la Universidad Nacional de La Plata es,Red de Editoriales de Universidades Nacionales de la Argentina,"un miembro de la editorial de la universidad, y como tal,",latam,0.3,0,0.0
Descrito en la fuente de Editorial de la Universidad Nacional de La Plata es,Ulibros,un texto que describe un proceso de formación de un grupo de trabajo de,latam,0.0,0,0.0
Organización matriz de Editorial de la Universidad Nacional de La Plata es,Universidad Nacional de La Plata,un modelo de organización que se basa en la estructura de la organización,latam,0.2222222222222222,0,0.0
Propiedad de de Museo del Club Estudiantes de La Plata es,Club Estudiantes de La Plata,un museo dedicado a la historia del Club Estudiantes de La Pl,latam,0.47058823529411764,0,0.0
Organización dirigida desde este cargo de Presidente de la Universidad Nacional de La Plata es,Universidad Nacional de La Plata,la que ha decidido rechazar la propuesta del gobierno provincial de,latam,0.25000000000000006,0,0.0
Categoría principal del tema de Presidente de la Universidad Nacional de La Plata es,Categoría:Presidentes de la Universidad Nacional de La Plata,: 4.1.1.1.1.1.1,latam,0.0,0,0.0
Reemplazado por de diócesis de La Plata es,Arquidiócesis de La Plata,el segundo de los tres niveles de gobierno local en Argentina. El nivel,latam,0.11764705882352941,0,0.0
Aplica a la jurisdicción de Concejo Deliberante de La Plata es,Partido de La Plata,"decir al Concejo Deliberante de la ciudad de La Plata,",latam,0.4285714285714285,0,0.0
Categoría en Commons de Equipo de Wikimedistas de la Universidad Nacional de La Plata es,Wikimedistas de la Universidad Nacional de La Plata,la categoría en Commons que se crea cuando un usuario de Wikimedia Foundation (como,latam,0.18181818181818182,0,0.0
Ubicación de la sede de Banco Frances del Río de La Plata es,Buenos Aires,"en la calle 34 de la Avenida 9 de Julio,",latam,0.0,0,0.0
Gerente/director de División Ficología del Museo de La Plata es,Silvia Estela Sala,"el título que me gustaría tener, pero me gustaría tener un título",latam,0.0,0,0.0
Aplica a la jurisdicción de División Ficología del Museo de La Plata es,Museo de La Plata,un lugar de exposición de objetos que se hallan en el museo,latam,0.25,0,0.0
Campo de trabajo de División Ficología del Museo de La Plata es,ficología,un trabajo de investigación que se desarrolla desde el año 200,latam,0.0,0,0.0
Gerente/director de División Micología del Museo de La Plata es,Sebastián Alberto Pelizza,"un cargo que ha tenido varios titulares desde su creación, siendo",latam,0.0,0,0.0
