prompt,ground_truth,prediction,region,f1_score,substring_accuracy,judge_score
Identificador name-suggestion-index de Correos de Chile es,correosdechile-5e8ca4,": Correos de Chile, con sede en Valparaíso,",latam,0.0,0,0.0
Imagen de Colegio de Químico-Farmacéuticos de Chile es,"Colegio de Químicos Farmacéuticos, Santiago 20230421.jpg",un Colegio profesional que se encarga de velar por el interés público,latam,0.2222222222222222,0,0.0
Compuesto por de Frente Democrático de Chile es,Partido Liberal,un partido político chileno fundado en 1992.,latam,0.22222222222222224,0,0.0
Categoría principal del tema de Energía de Chile es,Categoría:Energía de Chile,"la energía renovable, en particular la energía solar, eólica, hid",latam,0.0,0,0.0
Ubicación de la sede de Dirección General de Aeronáutica Civil de Chile es,Santiago de Chile,"en la Av. Pedro de Valdivia, 400,",latam,0.2,0,0.0
Filial de Dirección General de Aeronáutica Civil de Chile es,Dirección Meteorológica de Chile,"una institución encargada de la regulación, control y supervisión",latam,0.15384615384615383,0,0.0
Categoría principal del tema de historia económica de Chile es,Categoría:Historia económica de Chile,":
A) El crecimiento económico de Chile
B) La historia de",latam,0.28571428571428575,0,0.0
Título de Revista geológica de Chile es,Revista geológica de Chile,una revista científica que publica artículos originales en el,latam,0.15384615384615383,0,0.0
Editorial de Revista geológica de Chile es,Servicio Nacional de Geología y Minería de Chile,el órgano de publicación de la Sociedad Geológica de Chile.,latam,0.33333333333333326,0,0.0
Tema principal de la obra de Revista geológica de Chile es,geología,"el estudio de los aspectos geológicos de Chile, incluyendo",latam,0.0,0,0.0
Identificador en Facebook de Academia de Guerra del Ejército de Chile es,acague,: 1000519952051,latam,0.0,0,0.0
Nombre de usuario de Twitter (X) de Academia de Guerra del Ejército de Chile es,academiaguerra,: La Academia de Guerra del Ejército de Chile (A,latam,0.0,0,0.0
Categoría principal del tema de Conferencia Episcopal de Chile es,Categoría:Conferencia Episcopal de Chile,la fe y la vida cristiana. How do you say this sentence in,latam,0.0,0,0.0
Propiedad asociada de Wikidata de Aves de Chile es,identificador Aves de Chile,: https://www.wikidata.org/wiki/Q112975,latam,0.0,0,0.0
Idioma de la obra o del nombre de Diccionario geográfico de la República de Chile es,español,el idioma en que está escrita la obra o el nombre del libro,latam,0.0,0,0.0
Título de Diccionario geográfico de la República de Chile es,Diccionario geográfico de la República de Chile,"un libro publicado en 1886, el cual fue edit",latam,0.0,0,0.0
Título de Diccionario geográfico de la República de Chile es,Diccionario jeográfico de la República de Chile,una obra que fue publicada por el gobierno chileno en 1,latam,0.0,0,0.0
Edición o traducción de Diccionario geográfico de la República de Chile es,Diccionario geográfico de la República de Chile (1899),"un trabajo que se ha hecho en distintas épocas, desde el",latam,0.0,0,0.0
Autor de Diccionario geográfico de la República de Chile es,Francisco Astaburuaga Cienfuegos,":

A) Bernardo O'Higgins
B) José María de la",latam,0.0,0,0.0
"Título de Boletín Técnico, Estación Experimental Agronómica, Universidad de Chile es","Boletín Técnico, Estación Experimental Agronómica, Universidad de Chile",el título del Boletín Técnico de la Estación Experimental,latam,0.5882352941176471,0,0.0
"Título de Boletín Técnico, Estación Experimental Agronómica, Universidad de Chile es","Boletín Técnico, Facultad de Agronomía, Universidad de Chile",":

El título del boletín técnico de la Estación Experimental Agron",latam,0.33333333333333326,0,0.0
"Título de Boletín Técnico, Estación Experimental Agronómica, Universidad de Chile es",Boletín técnico - Facultad de Agronomía. Universidad de Chile,el título del Boletín Técnico de la Estación Experimental,latam,0.35294117647058826,0,0.0
"Idioma de la obra o del nombre de Boletín Técnico, Estación Experimental Agronómica, Universidad de Chile es",español,"el idioma del título de la obra, es decir, el idioma",latam,0.0,0,0.0
Idioma de la obra o del nombre de Capítulos de la historia de Chile es,español,un idioma de la familia de los lenguas indígenas,latam,0.0,0,0.0
Editorial de Capítulos de la historia de Chile es,Editora Nacional Quimantú,un proyecto editorial que se ha desarrollado desde el año 200,latam,0.0,0,0.0
Autor de Diccionario jeográfico de Chile es,Luis Risopatrón,":

El autor del **Diccionario geográfico de Chile** es",latam,0.0,0,0.0
Edición o traducción de Diccionario jeográfico de Chile es,Diccionario jeográfico de Chile (1924),"el título de un libro de la biblioteca de la Universidad de Chile,",latam,0.2222222222222222,0,0.0
Categoría principal del tema de Flora de Chile es,Categoría:Flora de Chile,":
A) Ciencias Sociales
B) Ciencias Naturales",latam,0.0,0,0.0
Categoría principal del tema de Primera dama de Chile es,Categoría:Primeras damas de Chile,":
A. Historia
B. Política
C. Sociedad",latam,0.0,0,0.0
Residencia oficial de Primera dama de Chile es,Palacio de La Moneda,"el Palacio de la Moneda, el Palacio de la Moneda",latam,0.5714285714285715,1,0.0
Organización matriz de Subsecretaría de Minería de Chile es,Ministerio de Minería de Chile,un organismo del Estado chileno dependiente de la Secretaría de,latam,0.26666666666666666,0,0.0
Categoría principal del tema de Clásicos de fútbol de Chile es,Categoría:Clásicos de fútbol de Chile,": ""Fútbol"" (es decir, dentro de Fú",latam,0.3636363636363636,0,0.0
Faceta de de Clásicos de fútbol de Chile es,clásico (fútbol),una empresa dedicada a la venta de camisetas de fútb,latam,0.0,0,0.0
Categoría principal del tema de Relaciones exteriores de Chile es,Categoría:Relaciones internacionales de Chile,": 

A) La política exterior de Chile

B) El comercio",latam,0.30769230769230765,0,0.0
Ubicación de la sede de Federación Atlética de Chile es,Santiago de Chile,": 
La Federación Atlética de Chile (FAC) tiene su",latam,0.36363636363636365,0,0.0
Categoría principal del tema de Geología de Chile es,Categoría:Geología de Chile,":

A) Tectónica de placas

B) Geología mar",latam,0.2,0,0.0
Subclase de de Geología de Chile es,geología,una de las subclases de la geología chilena. La,latam,0.19999999999999998,1,0.0
Deporte de Liga Nacional de Básquetbol de Chile es,baloncesto,"un deporte de equipo. How do you say this in English?

Basket",latam,0.0,0,0.0
Categoría principal del tema de Liga Nacional de Básquetbol de Chile es,Categoría:Liga Nacional de Básquetbol de Chile,: Deportes. (La categoría principal del tema de Liga Nacional de,latam,0.37499999999999994,0,0.0
Clase de competencia de Liga Nacional de Básquetbol de Chile es,baloncesto masculino,el primer campeonato que se juega en el país. El primer,latam,0.0,0,0.0
Categoría principal del tema de Censos de Chile es,Categoría:Censos de Chile,: (A) Demografía (B) Historia (C) Ge,latam,0.0,0,0.0
Autor de Bandera hueca: historia del movimiento homosexual de Chile es,Víctor Hugo Robles,"el periodista chileno
**Luis Arancibia**.",latam,0.0,0,0.0
Cargo ocupado por el dirigente de Ministerio de Energía de Chile es,ministro de Energía de Chile,"el que se encuentra en vacaciones, y el Presidente de la República",latam,0.11764705882352941,0,0.0
Logotipo de Ministerio de Energía de Chile es,Logotipo del Ministerio de Energía de Chile.png,"un logo de energía, energía renovable, energía, energía eléctrica",latam,0.25,0,0.0
Ubicación de la sede de Ministerio de Energía de Chile es,Comuna de Santiago,"en la Avenida del Ejército, 253, Santiago",latam,0.2,0,0.0
Filial de Ministerio de Energía de Chile es,Superintendencia de Electricidad y Combustibles de Chile,el organismo que se encarga de la regulación y supervisión del,latam,0.2222222222222222,0,0.0
Deporte de Selección de fútbol americano de Chile es,fútbol americano,"el que se juega en el país, y que se divide en dos",latam,0.0,0,0.0
Presidente de Sindicato de Futbolistas Profesionales de Chile es,Luis Marín Barahona,un cargo de elección popular que ocupa el representante de los fut,latam,0.0,0,0.0
Subclase de de Jazz de Chile es,música de Chile,"la que se desarrolla a partir de los años 30, con",latam,0.14285714285714288,0,0.0
Organización matriz de Subsecretaría de Bienes Nacionales de Chile es,Ministerio de Bienes Nacionales de Chile,"la siguiente: (Selecciona la opción correcta)
A. Secretaría",latam,0.0,0,0.0
Ubicación de la sede de Academia Diplomática de Chile es,Palacio Edwards,"en el barrio de San Joaquín, en el centro de Santiago",latam,0.0,0,0.0
Miembro de de Academia de Historia Militar de Chile es,Editoriales de Chile,un título académico otorgado por la Academia de Historia,latam,0.16666666666666666,0,0.0
Red de transporte de Acceso Vial al Aeropuerto Internacional de Santiago de Chile es,rutas nacionales de Chile,un sistema de transporte que conecta el aeropuerto internacional con el,latam,0.13333333333333333,0,0.0
Situado en la entidad territorial administrativa de Acceso Vial al Aeropuerto Internacional de Santiago de Chile es,Región Metropolitana de Santiago,un acceso vial que une el Aeropuerto con la ciudad de,latam,0.13333333333333333,0,0.0
Situado en la entidad territorial administrativa de Asentamientos prehispánicos en Santiago de Chile es,Santiago de Chile,"la zona de la cordillera de la Costa, la cual se encuentra",latam,0.13333333333333333,0,0.0
Subclase de de Asentamientos prehispánicos en Santiago de Chile es,asentamiento,un tema de estudio muy interesante. ¿Puedes explicar qué,latam,0.0,0,0.0
Imagen de Asociación Escéptica de Chile es,Asociación escéptica de Chile en Suicidio homeopático.jpg,"una imagen de la asociación escéptica de chile, que",latam,0.5,0,0.0
Categoría en Commons de Asociación Escéptica de Chile es,Asociación escéptica de Chile (AECH),"un proyecto de la Asociación Escéptica de Chile, con",latam,0.5714285714285714,0,0.0
Inspirado por de Asociación de Deportistas Olímpicos de Chile es,Asociación Deportes Olímpicos,una iniciativa de la Asociación de Deportistas Olímp,latam,0.18181818181818182,0,0.0
Deporte de Asociación de Deportistas Olímpicos de Chile es,deporte olímpico,un deporte de equipo que se practica en canchas de césp,latam,0.15384615384615385,0,0.0
Situado en la entidad territorial administrativa de autopistas urbanas de Santiago de Chile es,Santiago de Chile,el centro de operaciones más importante de la red de carreteras,latam,0.14285714285714288,0,0.0
Categoría principal del tema de rutas nacionales de Chile es,Categoría:Rutas nacionales de Chile,":
A) Transporte
B) Geografía
C) Cultura",latam,0.0,0,0.0
Ubicación de Arboretum de la Universidad Austral de Chile es,Universidad Austral de Chile,"en la ciudad de Valdivia, Chile, en el sur del país",latam,0.26666666666666666,0,0.0
Propiedad de de Arboretum de la Universidad Austral de Chile es,Universidad Austral de Chile,"un área de investigación y educación, con un área de 400",latam,0.13333333333333333,0,0.0
Categoría en Commons de Arboretum de la Universidad Austral de Chile es,Arboretum de la Universidad Austral de Chile,"un conjunto de imágenes del Arboretum de la Universidad Austral de Chile,",latam,0.7368421052631579,1,0.0
Categoría en Commons de Banco Austral de Chile es,Banco Austral de Chile,":
A. 100
B. 1000",latam,0.0,0,0.0
Logotipo de Banco Austral de Chile es,Banco Austral de Chile.png,el logo de la empresa. En la imagen hay un logo de un banco,latam,0.22222222222222224,0,0.0
Imagen de Banco del Estado de Chile es,"Casa matriz del Banco Estado, Santiago 20230312.jpg",un proyecto de investigación que busca comprender y analizar el fenómeno,latam,0.0,0,0.0
Ubicación de la sede de Banco del Estado de Chile es,Santiago de Chile,":
La sede del Banco del Estado de Chile se encuentra ubicada en **",latam,0.26666666666666666,0,0.0
Categoría en Commons de Banco del Estado de Chile es,Banco del Estado de Chile,una categoría de archivos en el repositorio de medios de Wikimedia Commons. Cont,latam,0.1111111111111111,0,0.0
Reemplaza a de Banco del Estado de Chile es,Caja de Crédito Hipotecario,un proyecto de desarrollo tecnológico que busca modernizar los procesos de la,latam,0.125,0,0.0
Reemplaza a de Banco del Estado de Chile es,Caja Nacional de Ahorros,un banco estatal chileno. Su misión es apoyar,latam,0.0,0,0.0
Industria de Banco del Estado de Chile es,servicios financieros,"una empresa estatal chilena, filial del Banco del Estado de",latam,0.0,0,0.0
Industria de Banco del Estado de Chile es,sector financiero,"una de las empresas más importantes del país, y es una de las más",latam,0.0,0,0.0
Nombre de usuario de Instagram de Banco del Estado de Chile es,bancoestado,: El Banco del Estado de Chile no tiene un nombre de usuario oficial en,latam,0.0,0,0.0
Producto de Banco del Estado de Chile es,servicios financieros,un producto de inversión de alto rendimiento que brinda a sus clientes un,latam,0.0,0,0.0
Organización matriz de Banco del Estado de Chile es,Ministerio de Hacienda de Chile,la que se establece en la Ley N° 18.1,latam,0.0,0,0.0
Página de institución en Commons de Biblioteca del Congreso Nacional de Chile es,Biblioteca del Congreso Nacional de Chile,"una institución que está en el ámbito de la cultura, y cuya",latam,0.1111111111111111,0,0.0
Imagen de Biblioteca del Congreso Nacional de Chile es,Biblioteca-ex-congreso-nacional-chile.JPG,una organización que se encarga del manejo y conservación de los fond,latam,0.0,0,0.0
Categoría en Commons de Biblioteca del Congreso Nacional de Chile es,Biblioteca del Congreso Nacional de Chile,un conjunto de imágenes de dominio público disponibles en el repositorio de Wikimedia,latam,0.10526315789473684,0,0.0
Situado en la entidad territorial administrativa de Biblioteca del Congreso Nacional de Chile es,Santiago de Chile,"un edificio de uso cultural, con funciones de biblioteca, exposiciones",latam,0.15384615384615383,0,0.0
Miembro de de Biblioteca del Congreso Nacional de Chile es,Federación Internacional de Asociaciones de Bibliotecarios y Bibliotecas,el título que recibe el personal que pertenece al Departamento de,latam,0.10526315789473685,0,0.0
Ubicación de la sede de Bolsa Electrónica de Chile es,Santiago de Chile,":
La sede de la Bolsa Electrónica de Chile (BEC",latam,0.3333333333333333,0,0.0
Presidente de Bolsa Electrónica de Chile es,Fernando Cañas,el nuevo Presidente de la Asociación de Entidades Financier,latam,0.0,0,0.0
Regulado por de Bolsa Electrónica de Chile es,Comisión para el Mercado Financiero,el mejor lugar para invertir en acciones en Chile. Es la única bols,latam,0.2222222222222222,0,0.0
Categoría principal del tema de Campeonato Oficial de fútbol playa femenino de Chile es,Categoría:Campeonato Oficial de fútbol playa femenino de Chile,":
A. Deportes
B. Sociales
C. Cult",latam,0.0,0,0.0
Clase de competencia de Campeonato Oficial de fútbol playa femenino de Chile es,fútbol femenino,el nivel máximo del fútbol playa femenino en el país,latam,0.33333333333333337,0,0.0
Propiedad de de Canal 10 Universidad Austral de Chile es,Universidad Austral de Chile,"la Universidad de Chile. Por lo tanto, la Universidad de Chile es una",latam,0.3529411764705882,0,0.0
Imagen de Casa Central de la Universidad de Chile es,Casa Central de la Universidad de Chile.jpg,el edificio que se encuentra ubicado en la Avenida O'Higgins,latam,0.11764705882352941,0,0.0
Situado en la entidad territorial administrativa de Casa Central de la Universidad de Chile es,Comuna de Santiago,el lugar de trabajo de los profesionales de la salud de la Universidad de,latam,0.11764705882352941,0,0.0
Categoría en Commons de Casa Central de la Universidad de Chile es,Casa Central de la Universidad de Chile,una categoría de imágenes en el repositorio Wikimedia Commons. Cada imagen en,latam,0.10526315789473685,0,0.0
Imagen de Edificio de la Casa de Moneda de Chile es,"Casa de Moneda, Santiago 20191219 12.jpg","un tipo de imagen de alta calidad, con resolución de 15",latam,0.11764705882352942,0,0.0
Situado en la entidad territorial administrativa de Edificio de la Casa de Moneda de Chile es,Santiago de Chile,"un edificio que se encuentra en el centro de la capital del país,",latam,0.125,0,0.0
Propiedad de de Edificio de la Casa de Moneda de Chile es,Casa de Moneda de Chile,"un edificio histórico de Chile, ubicado en la Plaza de Armas",latam,0.37499999999999994,0,0.0
Categoría en Commons de Catedral Castrense de Chile es,Catedral Castrense de Chile,"un error, pero no se puede borrar, porque está en la categoría",latam,0.0,0,0.0
Imagen de Catedral Castrense de Chile es,"Catedral Castrense, Providencia, Santiago 20230930.jpg","una catedral que se encuentra ubicada en la capital del país,",latam,0.12500000000000003,0,0.0
Situado en la entidad territorial administrativa de Catedral Castrense de Chile es,Providencia,"el municipio de San José de Maipo, localizado en el departamento",latam,0.0,0,0.0
Imagen de Catedral Evangélica de Chile es,"Catedral Evangélica, Estación Central, Santiago 20230327.jpg",un proyecto de investigación en el que se busca generar una base de datos con,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Catedral Evangélica de Chile es,Estación Central,un lugar en el cual se celebra la Santa Eucaristía,latam,0.0,0,0.0
Categoría en Commons de Catedral Evangélica de Chile es,Catedral Evangélica de Chile,la que se encuentra la imagen de la catedral de la ciudad de,latam,0.23529411764705882,0,0.0
Categoría en Commons de Centro de Estudios Judaicos de la Universidad de Chile es,"Centro de Estudios Judaicos, Universidad de Chile","una categoría en el repositorio de medios libres de Wikimedia Commons, que",latam,0.2105263157894737,0,0.0
Imagen de Centro de Estudios Judaicos de la Universidad de Chile es,"Centro de Estudios Judaicos, Universidad de Chile, Santiago 20220626.jpg","el nombre de la institución, pero el nombre completo es Centro de Est",latam,0.27272727272727276,0,0.0
Situado en la entidad territorial administrativa de Centro de Estudios Judaicos de la Universidad de Chile es,Santiago de Chile,"un centro de investigación, docencia y divulgación en temas judí",latam,0.15384615384615383,0,0.0
Situado en la dirección postal de Centro de Estudios Judaicos de la Universidad de Chile es,"Miraflores 579, Santiago",un centro de investigación en el cual se desarrollan proyectos de investigación en historia,latam,0.0,0,0.0
Lista de de Anexo:Pueblos de Chile es,pueblo de Chile,un anexo de la enciclopedia virtual Wikipedia. El documento contiene información,latam,0.14285714285714288,0,0.0
Imagen de Servicio Hidrográfico y Oceanográfico de la Armada de Chile es,Frontis de la Casona del SHOA.jpg,una imagen satelital de la costa de Chile. Esta imagen fue obten,latam,0.2222222222222222,0,0.0
Campo de trabajo de Servicio Hidrográfico y Oceanográfico de la Armada de Chile es,hidrografía,un lugar donde se puede ver una gran cantidad de barcos. ¿D,latam,0.0,0,0.0
Campo de trabajo de Servicio Hidrográfico y Oceanográfico de la Armada de Chile es,oceanografía,"la región de la Patagonia, donde se ubica el centro de",latam,0.0,0,0.0
Campo de trabajo de Servicio Hidrográfico y Oceanográfico de la Armada de Chile es,navegación,el principal responsable de la producción de información cartográfica y oceanográfica,latam,0.0,0,0.0
Campo de trabajo de Servicio Hidrográfico y Oceanográfico de la Armada de Chile es,astronomía,"el mar, el océano, el mundo acuático. All",latam,0.0,0,0.0
Campo de trabajo de Servicio Hidrográfico y Oceanográfico de la Armada de Chile es,aerofotogrametría,un campo de trabajo que se encuentra ubicado en el Puerto de Valpara,latam,0.0,0,0.0
Categoría en Commons de Servicio Hidrográfico y Oceanográfico de la Armada de Chile es,Servicio Hidrográfico y Oceanográfico de la Armada de Chile,una categoría que agrupa archivos multimedia que muestran información relacionada con,latam,0.0,0,0.0
Situado en la dirección postal de Servicio Hidrográfico y Oceanográfico de la Armada de Chile es,"Francisco Errázuriz 232, Playa Ancha, Valparaíso, Región de Valparaíso, Chile",el lugar donde se encuentra el Observatorio Astronómico de la Arm,latam,0.09523809523809525,0,0.0
Organización matriz de Servicio Nacional de Geología y Minería de Chile es,Ministerio de Minería de Chile,"un organismo del Estado chileno, dependiente del Ministerio de",latam,0.2857142857142857,0,0.0
Identificador LinkedIn de empresa de Servicio Nacional de Geología y Minería de Chile es,servicio-nacional-de-geología-y-minería,": 15279215

Pero si no",latam,0.0,0,0.0
Ubicación de la sede de Club Deportivo de la Universidad de Chile es,Santiago de Chile,"en:
La sede del Club Deportivo de la Universidad de Chile se",latam,0.26666666666666666,0,0.0
Industria de Club Deportivo de la Universidad de Chile es,actividades deportivas,un club de fútbol chileno que fue fundado en,latam,0.0,0,0.0
Diferente de de Club Deportivo de la Universidad de Chile es,Club Universidad de Chile,"el Club Deportivo Universidad de Chile, que es el equipo de f",latam,0.5,0,0.0
Presidente de Consejo Nacional de Televisión de Chile es,Carolina Cuevas Merino,un cargo que se encuentra en el Consejo Nacional de Televisión de Chile,latam,0.0,0,0.0
Ubicación de la sede de Colegio de Arqueólogos de Chile es,Providencia,"en
La sede del Colegio de Arqueólogos de Chile",latam,0.0,0,0.0
Campo de trabajo de Colegio de Arqueólogos de Chile es,arqueología,"la arqueología en el contexto de la historia nacional, es decir,",latam,0.16666666666666669,1,0.0
Logotipo de Colegio de Profesores de Chile es,Colegio de Profesores de Chile.png,"un logotipo de un colegio, es decir, una institución",latam,0.2857142857142857,0,0.0
Miembro de de Colegio de Profesores de Chile es,Internacional de la Educación,un título que otorga el Colegio de Profesores de Chile,latam,0.14285714285714288,0,0.0
Imagen de la bandera de comandante en Jefe de la Fuerza Aérea de Chile es,Bandera Comandante en Jefe FACH.png,"la bandera de la Fuerza Aérea de Chile, el",latam,0.14285714285714285,0,0.0
Subclase de de comandante en Jefe de la Fuerza Aérea de Chile es,comandante en jefe,un cargo de alto rango dentro de la Fuerza Aérea,latam,0.0,0,0.0
Organización dirigida desde este cargo de comandante en Jefe de la Fuerza Aérea de Chile es,Fuerza Aérea de Chile,la que ha sido responsable de la implementación del Plan de Defensa Nacional,latam,0.11764705882352941,0,0.0
Subclase de de comisión de la Cámara de Diputados de Chile es,comisión parlamentaria en Chile,"una institución que se encarga de realizar estudios, investigaciones y",latam,0.0,0,0.0
Subclase de de comisión del Senado de Chile es,comisión parlamentaria en Chile,"un concepto que se refiere a una comisión especial de investigación,",latam,0.13333333333333333,0,0.0
Reemplazado por de Compañía de Salitres de Chile es,Compañía Salitrera de Tarapacá y Antofagasta,la antecesora de la actual Compañía de Salitres,latam,0.28571428571428575,0,0.0
Categoría en Commons de Consejo de Defensa del Estado de Chile es,Consejo de Defensa del Estado,"la categoría que contiene los archivos de la institución, pero también se ref",latam,0.1111111111111111,0,0.0
Imagen de Consejo de Defensa del Estado de Chile es,Consejo de Defensa del Estado de Chile.svg,"el título del video que se está viralizando en las redes sociales, donde",latam,0.1,0,0.0
Ubicación de la sede de Corporación de Ventas de Salitre y Yodo de Chile es,Santiago de Chile,":
La Corporación de Ventas de Salitre y Yodo de Chile",latam,0.30769230769230765,0,0.0
Filial de Corporación de Ventas de Salitre y Yodo de Chile es,Compañía Salitrera Anglo Lautaro,una empresa que se dedica a la comercialización de salitre y y,latam,0.0,0,0.0
Filial de Corporación de Ventas de Salitre y Yodo de Chile es,Compañía Salitrera de Tarapacá y Antofagasta,una empresa que se dedica a la comercialización de salitre y y,latam,0.2222222222222222,0,0.0
Organización matriz de Subsecretaría de Telecomunicaciones de Chile es,Ministerio de Transportes y Telecomunicaciones de Chile,la estructura que permite operar y cumplir con los objetivos instit,latam,0.1111111111111111,0,0.0
Cargo ocupado por el dirigente de Subsecretaría de Telecomunicaciones de Chile es,Subsecretario de Telecomunicaciones de Chile,el que se encuentra en la mano de la empresa de servicios de internet y,latam,0.2,0,0.0
